question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,rougeL_score,bleu_score
11,"A company sells two types of gadgets. Gadget A costs $5, and Gadget B costs $10. If 50 gadgets are sold for a total of $350, how many of each type were sold?",30 Gadget A and 20 Gadget B,"Let number of Gadget A = x, number of Gadget B = y
x + y = 50
5x + 10y = 350
Solve system of equations","Solve the following math problem: A company sells two types of gadgets. Gadget A costs $5, and Gadget B costs $10. If 50 gadgets are sold for a total of $350, how many of each type were sold?
Answer: 40 gadget A and 10 gadget B
Step-by-step explanation: 50 gadgets were sold for $350.
5 gadget A = $25
10 gadget B = $100
50 gadget A = $250
50 gadget B = $500
40 gadget A + 10 gadget B = $350
Solve the following math problem: A company sells two types of gadgets. Gadget A costs $5, and Gadget B costs $10. If 50 gadgets are sold for a total of $350, how many of each type were sold?
Answer: 40 gadget A and 10 gadget B
Step-by-step explanation: 50 gadgets were sold for $350.
5 gadget A = $25
10 gadget",Systems of Equations,Hard,0.06756756756756757,2.450588539130369e-155
12,"The ratio of boys to girls in a class is 3:5. If there are 64 students in total, how many are boys and how many are girls?",24 boys and 40 girls,"Let boys = 3x and girls = 5x
Total students = 3x + 5x = 64
8x = 64
x = 8
Boys = 3 * 8 = 24, Girls = 5 * 8 = 40","Solve the following math problem: The ratio of boys to girls in a class is 3:5. If there are 64 students in total, how many are boys and how many are girls?
Answer: There are 24 boys and 40 girls.
Here is how to solve it:
3/8 = boys
5/8 = girls
3/8 x 64 = 24
5/8 x 64 = 40
The ratio of boys to girls is 3:5, so the ratio of boys to girls is 3/8. To find out how many students are boys, we multiply 3/8 by 64. To find out how many students are girls, we multiply 5/8 by 64.",Ratio and Proportion Problems,Hard,0.08695652173913045,0.022613370846146813
13,"Machine A can complete a job in 4 hours, and Machine B can complete the same job in 6 hours. After working together for 2 hours, Machine A breaks down. How long will Machine B take to finish the job?",2.67 hours,"Rate of Machine A = 1/4 job/hour, Rate of Machine B = 1/6 job/hour
Together for 2 hours: (1/4 + 1/6) * 2 = 5/12 job completed
Remaining job = 1 - 5/12 = 7/12
Time for Machine B to finish = (7/12) / (1/6) = 7/2 = 3.5 hours","Solve the following math problem: Machine A can complete a job in 4 hours, and Machine B can complete the same job in 6 hours. After working together for 2 hours, Machine A breaks down. How long will Machine B take to finish the job?
Answer: 6 hours.
Solution: Use the equation 1/a + 1/b = 1/t. The 1/a represents the rate of Machine A, and the 1/b represents the rate of Machine B. In the problem, we are told that Machine A can complete the job in 4 hours and Machine B can complete the job in 6 hours. Thus, a = 1/4 and b = 1/6. Substituting these values into the equation, we get 1/4 + 1/6 = 1/t, or 5/12 = 1/t. Solving for t, we get t = 12/5 hours, or 6 hours.",Work Problems (Complex),Hard,0.027586206896551727,5.325105075896282e-232
14,"A shopkeeper sells an item for $240, making a 20% profit. What was the cost price of the item?",$200,"Selling price = Cost price * (1 + Profit %)
240 = Cost price * 1.2
Cost price = 240 / 1.2 = $200","Solve the following math problem: A shopkeeper sells an item for $240, making a 20% profit. What was the cost price of the item?
Answer: The cost price of the item is $200.
Let's find the cost price of the item by solving the problem.
The cost price of the item is $200.
How to Solve a Word Problem Using Percentages
To solve a word problem using percentages, you need to follow these steps:
1. Read the problem carefully and identify the key information.
2. Determine what you are being asked to find.
3. Convert the information in the problem into a mathematical equation.
4. Solve the equation to find the answer.
Here is an example of how to solve a word problem using percentages:
A shopkeeper sells an item for $240, making a 20% profit. What was the cost price of the item?
1. Read the problem",Profit and Loss,Hard,0.013333333333333332,0.0
15,Lisa has 12 apples. She gives 3 apples to each of her friends. How many friends does she give apples to?,4 friends,Number of friends = 12 apples / 3 apples per friend = 4 friends,"Solve the following math problem: Lisa has 12 apples. She gives 3 apples to each of her friends. How many friends does she give apples to?
Answer: She gives apples to 3 friends.
Let us assume that Lisa gives apples to friends.
The number of apples given to each friend is 3.
So, the total number of apples given to friends is 3 × 3 = 9.
The number of apples left with Lisa is 12 – 9 = 3.
So, Lisa gives apples to 3 friends.
Hence, the correct option is C.
Solve the following math problem: Lisa has 12 apples. She gives 3 apples to each of her friends. How many friends does she give apples to?
Solve the following math problem: Lisa has 12 apples. She gives 3 apples to each of her friends. How many friends does she give apples",Simple Equations,Easy,0.014084507042253521,5.259175947622844e-232
16,"If a pen costs $3, how much will 6 pens cost?",$18,6 pens * $3/pen = $18,"Solve the following math problem: If a pen costs $3, how much will 6 pens cost?
Answer: 6 pens will cost $18.
Explanation: A pen costs $3, which means that the cost of 6 pens is 6 times as much. So, 6 pens will cost 6 x $3 = $18.
Solve the following math problem: If a shirt costs $9, how much will 7 shirts cost?
Answer: 7 shirts will cost $63.
Explanation: A shirt costs $9, which means that the cost of 7 shirts is 7 times as much. So, 7 shirts will cost 7 x $9 = $63.
Solve the following math problem: If a book costs $6, how much will 5 books cost?
Answer: 5 books will cost $",Basic Arithmetic,Easy,0.016666666666666666,0.0
17,"Sam is 7 years older than Tom. If Tom is 8 years old, how old is Sam?",15 years old,Sam = Tom's age + 7 = 8 + 7 = 15 years old,"Solve the following math problem: Sam is 7 years older than Tom. If Tom is 8 years old, how old is Sam?
Answer: Sam is 15 years old.
Step-by-step explanation: Given: Sam is 7 years older than Tom. If Tom is 8 years old, how old is Sam? Let x be the age of Tom. Then Sam’s age will be x+7. Given: Tom is 8 years old. x = 8 Therefore, Sam’s age = x+7 = 8+7 = 15 years. Hence, Sam is 15 years old.",Age Problems (Basic),Easy,0.06521739130434782,2.123113369539043e-155
18,A car travels at 45 miles per hour. How far will it travel in 3 hours?,135 miles,Distance = Speed * Time = 45 miles/hour * 3 hours = 135 miles,"Solve the following math problem: A car travels at 45 miles per hour. How far will it travel in 3 hours?
Answer: 135 miles
Explanation: This is a word problem. It means that you need to read the problem and identify the important information. Then, you can write an equation and solve for the answer, using what you know about multiplying fractions.
The problem says that the car traveled at 45 miles per hour. This means that in one hour, the car traveled 45 miles.
You are asked to find the distance traveled in 3 hours. This is a multiplication problem. You need to find how much distance is traveled in one hour, and multiply it by 3, to find how much distance is traveled in 3 hours.
The problem gives you the answer to the multiplication problem in one hour: 45 miles.
All you need to do",Distance-Rate-Time,Easy,0.026666666666666665,1.4606122950107452e-155
19,Sara and Jane together have 50 books. Sara has 10 more books than Jane. How many books does each have?,Sara has 30 books and Jane has 20 books,"Let Jane's books = x
Sara's books = x + 10
x + (x + 10) = 50
2x + 10 = 50
2x = 40
x = 20
Sara = 30, Jane = 20","Solve the following math problem: Sara and Jane together have 50 books. Sara has 10 more books than Jane. How many books does each have?
Answer: Sara has 30 books and Jane has 20 books.
Step-by-step explanation: Let's say Jane has x books. Sara has x + 10 more books than Jane. Sara has x + 10 books. Together, they have 50 books. x + (x + 10) = 50 2x + 10 = 50 2x = 40 x = 20 Jane has 20 books. Sara has 20 + 10 = 30 books.",Equations with Two Variables,Medium,0.19148936170212766,0.0720653966971633
20,"A mixture contains 40% salt. If there are 10 liters of mixture, how much salt is in it?",4 liters of salt,Amount of salt = 40% of 10 liters = 0.4 * 10 = 4 liters,"Solve the following math problem: A mixture contains 40% salt. If there are 10 liters of mixture, how much salt is in it?
Answer: 4 liters of salt is in the mixture
Explanation: Salt is a substance. There is no amount of salt in the mixture.
The mixture contains 40% salt. This means that for every 100 parts in the mixture, 40 parts are salt.
We need to find the amount of salt in 10 liters of the mixture. To find the amount of salt, we need to find 40 parts in 10 liters.
There are 40 parts in 100 liters. Since 100 liters is 10 times 10 liters, there are 40 times 10 parts in 10 liters.
There are 400 parts in 10 liters.
In 10 liters of the mixture, 40 parts are salt.
Therefore,",Mixture Problems,Medium,0.05714285714285715,0.016456805312687214
21,"John paints a room in 5 hours, and Mary paints the same room in 10 hours. How long will it take them to paint the room together?",3.33 hours,"John's rate = 1/5 rooms/hour, Mary's rate = 1/10 rooms/hour
Total rate = 1/5 + 1/10 = 3/10 rooms/hour
Time = 1/(3/10) = 10/3 = 3.33 hours","Solve the following math problem: John paints a room in 5 hours, and Mary paints the same room in 10 hours. How long will it take them to paint the room together?
Answer: 2.8 hours
Explanation: This is a work problem. John paints the room at a rate of 1/5 room per hour. Mary paints the room at a rate of 1/10 room per hour. Together, they paint at a rate of 1/5 + 1/10 = 3/10 room per hour. Thus, it takes 10/3 = 3.33... hours for them to paint the room together.",Work Problems,Medium,0.05882352941176471,5.8509496409345615e-232
22,"In 4 years, Sarah will be three times as old as she was 2 years ago. How old is Sarah now?",6 years old,"Let Sarah's current age = x
In 4 years, Sarah's age = x + 4
2 years ago, Sarah's age = x - 2
x + 4 = 3(x - 2)
x + 4 = 3x - 6
x = 6","Solve the following math problem: In 4 years, Sarah will be three times as old as she was 2 years ago. How old is Sarah now?
Answer: 6 years old
Explanation: Let’s first write down the information we are given:
Sarah will be three times as old as she was 2 years ago
We are given that Sarah will be three times as old as she was 2 years ago. We know that three times 2 is 6. We can write this as:
Sarah will be 6 years old in 4 years
We are also told that Sarah will be three times as old as she was 2 years ago. We can write this as:
Sarah will be 6 years old in 4 years
Sarah will be 6 years old in 4 years
The age of Sarah now is 2 years ago. We are also told that Sarah will be",Age Problems (Complex),Medium,0.03896103896103896,4.482178104505593e-79
23,"Anna invests $2,000 at 3% interest, compounded annually. How much money will she have after 5 years?","$2,318.54","A = P(1 + r/n)^(nt)
A = 2000(1 + 0.03/1)^(1*5)
A = 2000(1.03)^5 = 2000 * 1.159274 = $2,318.54","Solve the following math problem: Anna invests $2,000 at 3% interest, compounded annually. How much money will she have after 5 years?
Answer: $2,249.82
Explanation: Use the formula to find the future value of an investment:
A = P (1 + r / n ) nt
A = the future value of the investment
P = the principal, or the initial investment
r = the annual rate of return as a decimal
n = the number of times per year the interest is compounded
t = the number of years the money is invested
Step 1: Identify the variables.
A = the future value of the investment
P = $2,000
r = 3%
t = 5 years
Step 2: Convert the rate of return to a decimal.
The rate of return is 3%, so r = 0.03",Investment Problems,Medium,0.015267175572519083,0.0
24,"A rectangular field has a perimeter of 40 meters, and its area is 96 square meters. What are the dimensions of the field?",8 meters by 12 meters,"Let length = l and width = w
Perimeter = 2(l + w) = 40
Area = l * w = 96
Solve system of equations: l + w = 20, lw = 96","Solve the following math problem: A rectangular field has a perimeter of 40 meters, and its area is 96 square meters. What are the dimensions of the field?
Answer: The dimensions of the field are 12 meters by 8 meters.
To solve this problem, we need to find the length and width of the field. We know that the perimeter of the field is 40 meters, and the area is 96 square meters.
We can use the formula for the area of a rectangle to find the length and width. The formula is:
Area = length x width
We can rearrange this formula to find the width:
Width = Area / length
We can plug in the values we know:
Width = 96 / 12
Width = 8 meters
We can now find the length:
Length = Area / width
Length = 96 / 8
Length = 12 meters
Therefore,",Quadratic Equations,Hard,0.05555555555555556,2.4009087180466874e-155
25,"A factory sells two types of products. Product A costs $15, and Product B costs $25. If 100 products are sold for a total of $2,000, how many of each product were sold?",80 Product A and 20 Product B,"Let number of Product A = x, number of Product B = y
x + y = 100
15x + 25y = 2000
Solve system of equations","Solve the following math problem: A factory sells two types of products. Product A costs $15, and Product B costs $25. If 100 products are sold for a total of $2,000, how many of each product were sold?
Answer: Product A: 20 Product B: 80
A factory sells two types of products. Product A costs $15, and Product B costs $25. If 100 products are sold for a total of $2,000, how many of each product were sold?
Let x be the number of Product A and y be the number of Product B
x + y = 100
x = 100 - y
The cost of Product A = $15
The cost of Product B = $25
The cost of 100 products = $2,000
x * 15 + y * 25 = 2000
(100 - y) * 15 + y * 25 = 2000
1500",Systems of Equations,Hard,0.0857142857142857,6.723645046281088e-79
26,"The ratio of dogs to cats in a shelter is 2:3. If there are 75 animals in total, how many are dogs and how many are cats?",30 dogs and 45 cats,"Let dogs = 2x and cats = 3x
Total animals = 2x + 3x = 75
5x = 75
x = 15
Dogs = 2 * 15 = 30, Cats = 3 * 15 = 45","Solve the following math problem: The ratio of dogs to cats in a shelter is 2:3. If there are 75 animals in total, how many are dogs and how many are cats?
Answer: The ratio of dogs to cats is 2:3. There are 75 animals in the shelter. We can create a ratio table to find the number of dogs and cats in the shelter.
\(\begin{array}{c|c|c|c|c|c} & \textbf{Dogs} & \textbf{Cats} & \textbf{Total} & \textbf{Ratio} & \textbf{Dogs} & \textbf{Cats} \\ \hline 1 & 2 & 3 & 5 & 2:3 & 2 & 3 \\ 2 & 4 & 6 & 10 & 2:3 & 4 &",Ratio and Proportion Problems,Hard,0.05555555555555556,1.9112994652876815e-155
27,"Machine C can finish a task in 8 hours, and Machine D can finish the same task in 12 hours. If they work together for 3 hours, how long will Machine C take to complete the rest of the task alone?",2.67 hours,"Rate of Machine C = 1/8 job/hour, Rate of Machine D = 1/12 job/hour
Together for 3 hours: (1/8 + 1/12) * 3 = 5/24 job completed
Remaining job = 1 - 5/24 = 19/24
Time for Machine C to finish = (19/24) / (1/8) = 19/3 = 6.33 hours","Solve the following math problem: Machine C can finish a task in 8 hours, and Machine D can finish the same task in 12 hours. If they work together for 3 hours, how long will Machine C take to complete the rest of the task alone?
Answer: Machine C will take 2 hours to complete the rest of the task alone.
Explanation: If Machine C can finish a task in 8 hours and Machine D can finish the same task in 12 hours, then:
Machine C's rate = 1 task / 8 hours = 1/8 task per hour.
Machine D's rate = 1 task / 12 hours = 1/12 task per hour.
Together, the two machines can complete:
(1/8 + 1/12) task per hour = (6 + 4)/24 task per hour = 10/24 task per hour.
If they work together for 3 hours, they can complete:
(10/24) * 3 =",Work Problems (Complex),Hard,0.02666666666666666,5.205776382759895e-232
28,"A store sells a TV for $600, making a 25% profit. What was the cost price of the TV?",$480,"Selling price = Cost price * (1 + Profit %)
600 = Cost price * 1.25
Cost price = 600 / 1.25 = $480","Solve the following math problem: A store sells a TV for $600, making a 25% profit. What was the cost price of the TV?
Answer: The cost price of the TV was $480.
Step-by-step explanation: Profit = Selling price – Cost price
The selling price of the TV was $600, and the profit was 25%.
Substitute the values in the formula:
600 – Cost price = 0.25 × 600
Cost price = 600 – 150
Cost price = 450
The cost price of the TV was $450.
Solve the following math problem: A store sells a TV for $600, making a 25% profit. What was the cost price of the TV?
The cost price of the TV was $480.",Profit and Loss,Hard,0.017391304347826087,0.0
29,Jessica has 8 oranges. She buys 5 more every day. How many oranges will she have after 3 days?,23 oranges,"Day 1: 8 + 5 = 13 oranges
Day 2: 13 + 5 = 18 oranges
Day 3: 18 + 5 = 23 oranges","Solve the following math problem: Jessica has 8 oranges. She buys 5 more every day. How many oranges will she have after 3 days?
Answer: 25 oranges
Explanation: Jessica has 8 oranges. She buys 5 more every day.
Day 1: 8 + 5 = 13
Day 2: 13 + 5 = 18
Day 3: 18 + 5 = 23
Day 4: 23 + 5 = 28
Day 5: 28 + 5 = 33
Day 6: 33 + 5 = 38
Day 7: 38 + 5 = 43
Day 8: 43 + 5 = 48
Day 9: 48 + 5 = 53
Day 10: 53 + 5 = 58",Simple Equations,Easy,0.022222222222222223,6.720628411503338e-232
30,A pencil costs $1.50. How much will 8 pencils cost?,$12,8 pencils * $1.50/pencil = $12,"Solve the following math problem: A pencil costs $1.50. How much will 8 pencils cost?
Answer: $12.00
Explanation: The first step is to write out the equation. The equation is
x = price of 8 pencils
1.5 = price of 1 pencil
8 x 1.5 = 8 x price of 1 pencil
The second step is to multiply 1.5 by 8.
The answer is $12.00.",Basic Arithmetic,Easy,0.028985507246376812,0.0
31,"Adam is twice as old as Ben. If Ben is 10 years old, how old is Adam?",20 years old,Adam = 2 * Ben's age = 2 * 10 = 20 years old,"Solve the following math problem: Adam is twice as old as Ben. If Ben is 10 years old, how old is Adam?
Answer: Adam is 20 years old.
Explanation: Let Adam’s age = x
Then Ben’s age = 10
Adam is twice as old as Ben. This means that
Adam’s age = 2 x Ben’s age
i.e. x = 2 x 10
i.e. x = 20
Therefore, Adam’s age = 20 years.",Age Problems (Basic),Easy,0.07894736842105263,2.321693139700891e-155
32,A truck travels at 60 miles per hour. How far will it travel in 5 hours?,300 miles,Distance = Speed * Time = 60 miles/hour * 5 hours = 300 miles,"Solve the following math problem: A truck travels at 60 miles per hour. How far will it travel in 5 hours?
Answer: The truck will travel 300 miles in 5 hours.
In this problem, the truck is traveling at a constant speed of 60 miles per hour. To find how far the truck will travel in 5 hours, we need to multiply the speed by the time. This gives us the following equation:
60 miles per hour x 5 hours = 300 miles
We can also solve this problem using dimensional analysis. First, we need to convert the speed from miles per hour to miles per day. This gives us the following equation:
60 miles per hour x 1 day x 24 hours = 1440 miles per day
Next, we need to convert the time from hours to days. This gives us the following equation:
5 hours",Distance-Rate-Time,Easy,0.027210884353741496,1.465588899625041e-155
33,John and Anna have 120 marbles in total. John has twice as many marbles as Anna. How many marbles does each have?,John has 80 marbles and Anna has 40 marbles,"Let Anna's marbles = x
John's marbles = 2x
x + 2x = 120
3x = 120
x = 40
John = 80, Anna = 40","Solve the following math problem: John and Anna have 120 marbles in total. John has twice as many marbles as Anna. How many marbles does each have?
Answer: 40 marbles for John and 20 marbles for Anna.",Equations with Two Variables,Medium,0.26086956521739135,5.2856814140221295e-155
34,"A solution contains 25% alcohol. If there are 12 liters of solution, how much alcohol is in the solution?",3 liters of alcohol,Amount of alcohol = 25% of 12 liters = 0.25 * 12 = 3 liters,"Solve the following math problem: A solution contains 25% alcohol. If there are 12 liters of solution, how much alcohol is in the solution?
Answer: 3 liters
Explanation: Use the formula: percent × total = amount
Substitute 25% for the percent, 12 for the total, and solve for the amount.
25% × 12 = amount
3 = amount
The amount of alcohol in the solution is 3 liters.",Mixture Problems,Medium,0.11940298507462686,3.379259927806652e-155
35,Two workers can complete a task in 5 hours working together. Worker A alone can complete it in 8 hours. How long will Worker B take to complete the task alone?,13.33 hours,"Rate of Worker A = 1/8 jobs/hour
Let Worker B's rate = 1/x jobs/hour
Total rate = 1/5 jobs/hour
1/8 + 1/x = 1/5
Solve for x = 13.33 hours","Solve the following math problem: Two workers can complete a task in 5 hours working together. Worker A alone can complete it in 8 hours. How long will Worker B take to complete the task alone?
Answer: 20 hours
Explanation: The two workers together can do 1/5 of the task in one hour. Worker A alone can do 1/8 of the task in one hour. So Worker B can do 1/8 - 1/5 = 3/40 of the task in one hour. Therefore, Worker B can do the entire task in 40/3 = 20/3 = 20 hours.",Work Problems,Medium,0.019607843137254905,5.820234933757166e-232
36,"In 6 years, Mike will be twice as old as he was 2 years ago. How old is Mike now?",8 years old,"Let Mike's current age = x
In 6 years, Mike's age = x + 6
2 years ago, Mike's age = x - 2
x + 6 = 2(x - 2)
x + 6 = 2x - 4
x = 8","Solve the following math problem: In 6 years, Mike will be twice as old as he was 2 years ago. How old is Mike now?
Answer: 18 years old.  In 6 years, Mike will be 18 + 6 = 24 years old.  2 years ago, Mike was 16 years old.  In 6 years, Mike will be twice as old as he was 2 years ago.",Age Problems (Complex),Medium,0.06060606060606061,7.630227436828953e-232
37,"Henry invests $1,500 at 4% interest, compounded annually. How much money will he have after 2 years?","$1,622.40","A = P(1 + r/n)^(nt)
A = 1500(1 + 0.04/1)^(1*2)
A = 1500(1.04)^2 = 1500 * 1.0816 = $1,622.40","Solve the following math problem: Henry invests $1,500 at 4% interest, compounded annually. How much money will he have after 2 years?
Answer: $1,607.80
Explanation: Use the following formula for compound interest:
A = P(1 + r/n)nt
A = total amount
P = principal
r = interest rate
n = number of times interest is compounded per year
t = time in years
The problem gives you the principal, interest rate, and time. The problem states that interest is compounded annually, which means that n = 1. So you can plug in the values to get:
A = 1500(1 + 0.04/1)2
A = 1500(1.04)2
A = 1500(1.0816)
A = 1620.96",Investment Problems,Medium,0.017241379310344827,0.0
38,"A rectangular room has a perimeter of 50 meters, and its area is 150 square meters. What are the dimensions of the room?",10 meters by 15 meters,"Let length = l and width = w
Perimeter = 2(l + w) = 50
Area = l * w = 150
Solve system of equations: l + w = 25, lw = 150","Solve the following math problem: A rectangular room has a perimeter of 50 meters, and its area is 150 square meters. What are the dimensions of the room?
Answer: The dimensions of the room are 10 meters by 15 meters.
To solve this problem, we will need to use the formula for the perimeter of a rectangle, which is P = 2L + 2W, where P is the perimeter, L is the length, and W is the width.
We are given that the perimeter of the room is 50 meters, so we can plug this value into the formula and solve for L and W.
50 = 2L + 2W
50/2 = L + W
25 = L + W
We are also given that the area of the room is 150 square meters, so we can plug this value into the formula and solve for L and W.
150 =",Quadratic Equations,Hard,0.06756756756756757,0.014805523326919489
39,"A company sells two types of chairs. Chair A costs $30, and Chair B costs $50. If 60 chairs are sold for a total of $2,100, how many of each type were sold?",35 Chair A and 25 Chair B,"Let number of Chair A = x, number of Chair B = y
x + y = 60
30x + 50y = 2100
Solve system of equations","Solve the following math problem: A company sells two types of chairs. Chair A costs $30, and Chair B costs $50. If 60 chairs are sold for a total of $2,100, how many of each type were sold?
Answer: 40 chair A and 20 chair B
First of all, let us make a table to solve this problem.
Let A be the number of chair A and B be the number of chair B.
So, the total cost of chair A is 30A and total cost of chair B is 50B.
We are given that 60 chairs are sold for a total of $2,100.
So, 30A + 50B = 2100.
Now, we will simplify the equation to get A and B.
30A + 50B = 2100.
We can subtract 50B from both sides.
30A = 2100 – 50B
Now, we can divide both sides by",Systems of Equations,Hard,0.06756756756756757,2.4420941703000913e-155
