question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,fuzzy_score
40,"The ratio of boys to girls in a class is 4:5. If there are 90 students in total, how many are boys and how many are girls?",40 boys and 50 girls,"Let boys = 4x and girls = 5x
Total students = 4x + 5x = 90
9x = 90
x = 10
Boys = 4 * 10 = 40, Girls = 5 * 10 = 50","Solve the following math problem: The ratio of boys to girls in a class is 4:5. If there are 90 students in total, how many are boys and how many are girls?
Answer: 90 = 4x + 5x
4x + 5x = 90
9x = 90
x = 10
4x = 40
5x = 50
40 + 50 = 90
There are 40 boys and 50 girls in the class.",Ratio and Proportion Problems,Hard,13
41,"Machine X can complete a task in 9 hours, and Machine Y can complete it in 12 hours. After working together for 4 hours, Machine X breaks down. How long will Machine Y take to finish the task?",5.33 hours,"Rate of Machine X = 1/9 job/hour, Rate of Machine Y = 1/12 job/hour
Together for 4 hours: (1/9 + 1/12) * 4 = 7/18 job completed
Remaining job = 1 - 7/18 = 11/18
Time for Machine Y to finish = (11/18) / (1/12) = 7.33 hours","Solve the following math problem: Machine X can complete a task in 9 hours, and Machine Y can complete it in 12 hours. After working together for 4 hours, Machine X breaks down. How long will Machine Y take to finish the task?
Answer: Machine Y will take 6 hours to complete the task.
Let’s say Machine X can do 1/9 of the task in 1 hour and Machine Y can do 1/12 of the task in 1 hour. Together, they can do 1/9 + 1/12 of the task in 1 hour. Together, they can do 5/36 of the task in 1 hour.
If they worked together for 4 hours, they would be able to do 4(5/36) = 20/9 of the task. That means Machine X is 1/9 of the task away from being done.
Machine X is 1/9 of the task away from being done, which",Work Problems (Complex),Hard,2
42,"A shopkeeper sells an item for $150, making a 10% profit. What was the cost price of the item?",$136.36,"Selling price = Cost price * (1 + Profit %)
150 = Cost price * 1.1
Cost price = 150 / 1.1 = $136.36","Solve the following math problem: A shopkeeper sells an item for $150, making a 10% profit. What was the cost price of the item?
Answer: Cost price of the item = $135
Let the cost price of the item be x.
According to the question, the shopkeeper sells the item for $150, making a 10% profit.
So, 10% of x = 150
Now, 10% of x can be written as 0.1x.
0.1x = 150
⇒ 0.1x = 1500/10
⇒ 0.1x = 150
x = 1500/10
x = 150
Hence, the cost price of the item is $135.
Cost price of the item = $135",Profit and Loss,Hard,2
43,Mike starts with 10 pencils. He gives away 2 pencils each day. How many pencils will he have after 5 days?,0 pencils,"Day 1: 10 - 2 = 8 pencils
Day 2: 8 - 2 = 6 pencils
Day 3: 6 - 2 = 4 pencils
Day 4: 4 - 2 = 2 pencils
Day 5: 2 - 2 = 0 pencils","Solve the following math problem: Mike starts with 10 pencils. He gives away 2 pencils each day. How many pencils will he have after 5 days?
Answer: Mike will have 24 pencils after 5 days.",Simple Equations,Easy,9
44,A notebook costs $4.50. How much will 5 notebooks cost?,$22.50,5 notebooks * $4.50/notebook = $22.50,"Solve the following math problem: A notebook costs $4.50. How much will 5 notebooks cost?
Answer: $22.50
Explanation: 
Step 1: Multiply 5 by 4.50. Use a calculator. 
Step 2: Round 22.50 to the nearest dollar. The answer is $22.50.
This is a multiplication problem. 
To solve a multiplication problem, multiply the numbers together. 
5 x 4.50 = 22.50
Step 3: Round the answer to the nearest dollar. The answer is $22.50.",Basic Arithmetic,Easy,3
45,"Tom is 3 years younger than Jack. If Jack is 15, how old is Tom?",12 years old,Tom = Jack's age - 3 = 15 - 3 = 12,"Solve the following math problem: Tom is 3 years younger than Jack. If Jack is 15, how old is Tom?
Answer: Tom is 18 years old. To solve this problem, we need to first set up an equation. Then we can use algebra to solve for the unknown variable.
The equation is: 15 – x = 3
The answer is Tom is 18 years old.",Age Problems (Basic),Easy,7
46,A car travels at 50 miles per hour. How far does it travel in 4 hours?,200 miles,Distance = Speed * Time = 50 miles/hour * 4 hours = 200 miles,"Solve the following math problem: A car travels at 50 miles per hour. How far does it travel in 4 hours?
Answer: 200 miles
Explanation: Math is the study of numbers, patterns, and shapes. Mathematicians study how to use these things to solve problems. Mathematical ideas are used in many jobs such as accounting, banking, engineering, medicine, and insurance. There are many types of mathematics, including statistics, number theory, and algebra. The first mathematics classes most people take are called ""precalculus"" classes. They are the first classes most people take in mathematics after beginning algebra.
Mathematics, 5K, kathryn
Mathematics, 5L, liz
Mathematics, 5M, mary
Mathematics, 5N, nancy
Mathematics, 5O, omar
Mathematics,",Distance-Rate-Time,Easy,2
47,John and Mike together have 90 dollars. John has 20 dollars more than Mike. How much does each have?,John has 55 dollars and Mike has 35 dollars,"Let Mike's dollars = x
John's dollars = x + 20
x + (x + 20) = 90
2x + 20 = 90
2x = 70
x = 35
John = 55, Mike = 35","Solve the following math problem: John and Mike together have 90 dollars. John has 20 dollars more than Mike. How much does each have?
Answer: John has 50 dollars, Mike has 40 dollars.
John and Mike together have 90 dollars. John has 20 dollars more than Mike. How much does each have?
John has 20 dollars more than Mike. We can write this as 20x – y = 90.
Now, we need to find the value of x and y.
We can solve this equation using the elimination method.
Subtract 20x from both sides: 20x – 20x – y = 90 – 20x.
Subtract y from both sides: -y = 90 – 20x.
Divide both sides by -1: y = -90 + 20x.
Now, we can plug in the value",Equations with Two Variables,Medium,12
48,"A solution contains 40% salt. If there are 20 liters of solution, how much salt is in the solution?",8 liters of salt,Amount of salt = 40% of 20 liters = 0.4 * 20 = 8 liters,"Solve the following math problem: A solution contains 40% salt. If there are 20 liters of solution, how much salt is in the solution?
Answer: (40/100) * 20 = 8
In this solution, you will learn how to solve math problems that involve percent, conversion from one percent to another, and unit conversion. You will also learn how to solve problems that involve the calculation of percent of a number, and the calculation of the number that is a certain percent of another number.
Percent is a unit of measurement that indicates the proportion of something in a whole. For example, 40% of a number means that 40 units of the number are in 100 units of the number. The symbol for percent is the percent sign ( % ). If you want to write a number as a percent, you put the percent sign after the number, and the number is called",Mixture Problems,Medium,4
49,A car and a bike together can cover a distance in 2 hours. The car alone can cover it in 1.5 hours. How long will the bike take to cover the distance alone?,6 hours,"Rate of car = 1/1.5 distance/hour, Rate of bike = 1/x distance/hour
Together: 1/1.5 + 1/x = 1/2
Solve for x = 6 hours","Solve the following math problem: A car and a bike together can cover a distance in 2 hours. The car alone can cover it in 1.5 hours. How long will the bike take to cover the distance alone?
Answer: The bike alone will take 1 hour to cover the distance.
Question 2. A man travels 60 km by bus in 1.5 hours. The bus covers the distance at a speed of 40 km/hr. How long will it take to cover the same distance if the bus travels at a speed of 60 km/hr?
Answer: The bus will cover the distance in 1 hour.
Question 3. A train crosses a pole in 15 seconds. If it crosses a platform of length 180 m in 15 seconds, what is the length of the train?
Answer: The length of the train is 600 m.
Question 4. A man walks 10 km in 2 hours. How far will he",Work Problems,Medium,2
50,"In 3 years, Anna will be three times as old as she was 5 years ago. How old is Anna now?",7 years old,"Let Anna's current age = x
In 3 years, Anna's age = x + 3
5 years ago, Anna's age = x - 5
x + 3 = 3(x - 5)
x + 3 = 3x - 15
x = 7","Solve the following math problem: In 3 years, Anna will be three times as old as she was 5 years ago. How old is Anna now?
Answer: Anna is 15 years old.
In 3 years, Anna will be three times as old as she was 5 years ago. How old is Anna now?
Let x be Anna's age 5 years ago. Then, in 3 years, Anna's age will be 3x + 5 years.
We can write a formula to represent this situation. We know that in 3 years, Anna's age will be 3x + 5. Since Anna is 3 times as old as she was 5 years ago, we can write the following equation:
3x + 5 = 3x + 3
3x + 5 - 3x = 3 - 3
5 = 0",Age Problems (Complex),Medium,3
51,A laptop is priced at $900 with a 20% discount. What is the sale price?,$720,Sale price = $900 * (1 - 0.20) = $900 * 0.80 = $720,"Solve the following math problem: A laptop is priced at $900 with a 20% discount. What is the sale price?
Answer: The sale price is $720.
Step 1: Calculate the original price.
Step 2: Calculate the discount percentage.
Step 3: Calculate the discounted price.
Step 4: Calculate the sale price.
Step 1: Calculate the original price.
Original Price = $900
Step 2: Calculate the discount percentage.
Discount Percentage = 20%
Step 3: Calculate the discounted price.
Discounted Price = $900 - $180 = $720
Step 4: Calculate the sale price.
Sale Price = $720
A laptop is priced at $900 with a 20% discount. What is the sale price?
The sale price is $720.
Solve the following math problem: A laptop is priced at $",Percentage Problems,Easy,1
52,A car travels 100 miles in 2 hours. What is the average speed?,50 miles per hour,Speed = Distance / Time = 100 miles / 2 hours = 50 miles per hour,"Solve the following math problem: A car travels 100 miles in 2 hours. What is the average speed?
Answer: 50 miles per hour.
The formula for calculating average speed is: average speed = total distance / total time
For this example, the total distance traveled was 100 miles. The total time it took to travel that distance was 2 hours. So, the average speed is:
average speed = 100 miles / 2 hours = 50 miles per hour
Solve the following math problem: A car travels 100 miles in 2 hours. What is the average speed?",Distance-Rate-Time,Easy,6
53,"Jack buys 3 shirts, each priced at $30. He gets a $15 discount. How much does he pay?",$75,"Total = 3 * $30 = $90
Discount = $15
Final amount = $90 - $15 = $75","Solve the following math problem: Jack buys 3 shirts, each priced at $30. He gets a $15 discount. How much does he pay?
Answer: $75
Explanation: Math is all around us. It can be found in almost anything we do. Math is used to plan a trip, design a house, and even to make a peanut butter and jelly sandwich. Math is one of the most important things we learn in school. In this section, we will look at some of the ways that math is used in our daily lives.",Simple Equations,Easy,1
54,A square has a side length of 6 meters. What is its area?,36 square meters,Area = side^2 = 6^2 = 36 square meters,"Solve the following math problem: A square has a side length of 6 meters. What is its area?
Answer: A square has a side length of 6 meters. What is its area?
A square has a side length of 6 meters. What is its area?
A square has a side length of 6 meters. What is its area?
Area of a square is equal to the square of the side length. Since the side length of the square is 6 meters, the area is equal to 36 square meters.
The area of a square is equal to the square of the side length. Therefore, the area of the square is equal to the square of 6, which is 36 square meters.
The area of a square is equal to the square of the side length. Therefore, the area of the square is equal to the square of",Geometry,Easy,4
55,"Tom has 3 times as many books as Lisa. Together, they have 80 books. How many books does each have?","Tom has 60 books, Lisa has 20 books","Let Lisa's books = x
Tom's books = 3x
x + 3x = 80
4x = 80
x = 20, 3x = 60","Solve the following math problem: Tom has 3 times as many books as Lisa. Together, they have 80 books. How many books does each have?
Answer: Tom has 20 books. Lisa has 10 books.
How many books does each have?
Let's use the same approach as before.
1. Write a math problem that can be solved with the information you know.
Tom has 3 times as many books as Lisa.
Together, they have 80 books.
2. Set up an equation to represent the math problem.
Tom has 3 times as many books as Lisa.
Together, they have 80 books.
3. Solve the equation.
Tom has 3 times as many books as Lisa.
Together, they have 80 books.
4. Write an answer to the question.
Tom has 3 times as many books as Lisa.
Together, they have 80 books.
Tom has",Equations with Two Variables,Medium,9
56,"A company’s revenue increased by 15% this year. Last year’s revenue was $120,000. What is this year’s revenue?","$138,000","New revenue = $120,000 * (1 + 0.15) = $120,000 * 1.15 = $138,000","Solve the following math problem: A company’s revenue increased by 15% this year. Last year’s revenue was $120,000. What is this year’s revenue?
Answer: $138,000
To solve this problem, we can use the following equation:
Revenue = 120,000 x 1.15
Revenue = 138,000
This problem can also be solved using a calculator. The equation would be:
Revenue = 120,000 x 1.15
Revenue = 138,000
This problem can also be solved using a graph. The equation would be:
Revenue = 120,000 x 1.15
Revenue = 138,000
The graph would look like this:
This problem can also be solved using a table. The equation would be:
Revenue = 120,000 x 1.15
Revenue = 138,000
The table would look like",Percentage Problems,Medium,2
57,A train is moving at 80 miles per hour. How far will it travel in 3.5 hours?,280 miles,Distance = Speed * Time = 80 miles/hour * 3.5 hours = 280 miles,"Solve the following math problem: A train is moving at 80 miles per hour. How far will it travel in 3.5 hours?
Answer: 280 miles
Explanation: First, convert the 3.5 hours into minutes. 3.5 hours is equal to 3.5 times 60 minutes, which is equal to 210 minutes.
Next, convert the 80 miles per hour into feet per minute. 80 miles per hour is equal to 80 times 60 feet per minute, which is equal to 4800 feet per minute.
Finally, multiply the two numbers together. 210 minutes times 4800 feet per minute is equal to 1008000 feet, which is equal to 280 miles.
Note: 1 mile is equal to 5280 feet.",Distance-Rate-Time,Medium,3
58,"A rectangle has a perimeter of 60 meters. If the length is twice the width, what are the dimensions of the rectangle?","Length = 20 meters, Width = 10 meters","Let width = w, length = 2w
Perimeter = 2(l + w) = 60
2(2w + w) = 60
6w = 60
w = 10, l = 20","Solve the following math problem: A rectangle has a perimeter of 60 meters. If the length is twice the width, what are the dimensions of the rectangle?
Answer: The dimensions of the rectangle are 20 meters by 10 meters.
To solve this problem, we need to use the formula for the perimeter of a rectangle: P = 2(l + w), where P is the perimeter, l is the length, and w is the width. We are given that the perimeter is 60 meters, so we can set up the following equation:
2(l + w) = 60
To solve for l and w, we can use algebra to isolate them:
2l + 2w = 60
2l = 60 - 2w
2l = 58 - 2w
Now we can divide both sides of the equation by 2 to get:
l = 29",Geometry,Medium,9
59,"A chemical solution contains 30% salt. If there are 40 liters of solution, how much salt is present?",12 liters of salt,Amount of salt = 30% of 40 liters = 0.30 * 40 = 12 liters,"Solve the following math problem: A chemical solution contains 30% salt. If there are 40 liters of solution, how much salt is present?
Answer: 12 liters.
Let's represent the salt solution as 30% of the volume of solution. We can write it as 30/100 V. We know that the volume of the salt solution is 40 liters, so we can write this as 30/100 * 40 = 12.
Now we know that there are 12 liters of salt in the solution. But we also know that there are 30% of salt in the solution. Therefore, there are 12 * 30/100 = 3.6 liters of salt in the solution.
So, we can write that the amount of salt in the solution is 3.6 liters.",Mixture Problems,Medium,5
60,Two pipes can fill a tank in 6 hours working together. Pipe A alone can fill it in 9 hours. How long will Pipe B take to fill the tank alone?,18 hours,"Rate of Pipe A = 1/9 tanks/hour, Rate of Pipe B = 1/x tanks/hour
Together: 1/9 + 1/x = 1/6
Solve for x = 18 hours","Solve the following math problem: Two pipes can fill a tank in 6 hours working together. Pipe A alone can fill it in 9 hours. How long will Pipe B take to fill the tank alone?
Answer: 9 hours.
Explanation: The problem is asking for the number of hours it would take for one of the pipes to fill the tank. Since we have no information about the speed of the second pipe, let's call it ""B."" We can create an equation that relates the time it takes for the two pipes to fill the tank. The two pipes will fill the tank together in 6 hours, so they must fill 1/6 of the tank in 1 hour. Pipe A will fill 1/9 of the tank in 1 hour, so it will fill 1/6 of the tank in 3 hours. Since we know the amount of water Pipe A fills in 1 hour, and we know the amount of",Work Problems,Medium,2
61,"A store sells two types of bags. Bag A costs $50 and Bag B costs $30. If 10 bags are sold for a total of $400, how many of each type were sold?",4 Bag A and 6 Bag B,"Let number of Bag A = x and number of Bag B = y
x + y = 10
50x + 30y = 400
Solve system of equations","Solve the following math problem: A store sells two types of bags. Bag A costs $50 and Bag B costs $30. If 10 bags are sold for a total of $400, how many of each type were sold?
Answer: 4 Bag A and 6 Bag B.
Math problems can be tricky to solve. You might have to do some calculations to find the answer. For example, if you have a math problem that asks you to find the area of a rectangle, you might have to use the formula A = l x w, where A is the area, l is the length, and w is the width. Once you plug in the numbers, you can use a calculator to find the answer.
Another type of math problem is a word problem. These problems often involve some kind of calculation, but they also involve reading and understanding the words in the problem. For example, if you have a word problem that asks you to find the perimeter of a triangle, you",Systems of Equations,Hard,4
62,"The ratio of cats to dogs in a shelter is 3:4. If there are 70 animals in total, how many are cats and how many are dogs?",30 cats and 40 dogs,"Let cats = 3x, dogs = 4x
Total = 3x + 4x = 70
7x = 70
x = 10
Cats = 3 * 10 = 30, Dogs = 4 * 10 = 40","Solve the following math problem: The ratio of cats to dogs in a shelter is 3:4. If there are 70 animals in total, how many are cats and how many are dogs?
Answer: The ratio of cats to dogs in a shelter is 3:4. If there are 70 animals in total, how many are cats and how many are dogs?
The ratio of cats to dogs in a shelter is 3:4. If there are 70 animals in total, how many are cats and how many are dogs?
Step 1: Write the ratio as a fraction. The ratio of cats to dogs in a shelter is 3:4. If there are 70 animals in total, how many are cats and how many are dogs?
Step 2: Simplify the fraction. The ratio of cats to dogs in a shelter is 3:4. If there are 70 animals in total, how many are cats",Ratio and Proportion Problems,Medium,5
63,"A machine can complete a task in 12 hours, and another machine can complete it in 16 hours. How long will it take them to finish the task working together?",6.86 hours,"Rate of Machine 1 = 1/12 tasks/hour, Rate of Machine 2 = 1/16 tasks/hour
Together: 1/12 + 1/16 = 7/48
Time = 1 / (7/48) = 6.86 hours","Solve the following math problem: A machine can complete a task in 12 hours, and another machine can complete it in 16 hours. How long will it take them to finish the task working together?
Answer: 5/6 hours.
  1. The time it takes to finish the task is 12 hours.
  2. The time it takes to finish the task is 16 hours.
  3. The time it takes to finish the task is 12 hours.
  4. The time it takes to finish the task is 16 hours.
  5. The time it takes to finish the task is 12 hours.
  6. The time it takes to finish the task is 16 hours.
  7. The time it takes to finish the task is 12 hours.
  8. The time it takes to finish the task is 16 hours.
  9. The time it takes",Work Problems,Hard,3
64,"A rectangular garden has an area of 200 square meters. If the length is 10 meters more than the width, what are the dimensions of the garden?","Length = 20 meters, Width = 10 meters","Let width = w, length = w + 10
Area = l * w = 200
(w + 10)w = 200
Solve quadratic equation","Solve the following math problem: A rectangular garden has an area of 200 square meters. If the length is 10 meters more than the width, what are the dimensions of the garden?
Answer: The dimensions of the garden are 10 meters by 20 meters.
Solve the following math problem: A rectangular garden has an area of 200 square meters. If the length is 10 meters more than the width, what are the dimensions of the garden?
Answer: The dimensions of the garden are 10 meters by 20 meters.",Quadratic Equations,Hard,13
65,"A man invests $5,000 at 6% annual interest, compounded annually. How much will he have after 3 years?","$5,955.08","A = P(1 + r/n)^(nt)
A = 5000(1 + 0.06/1)^(1*3)
A = 5000(1.06)^3 = $5,955.08","Solve the following math problem: A man invests $5,000 at 6% annual interest, compounded annually. How much will he have after 3 years?
Answer: $6,500
Explanation: Interest is the amount of money a person pays or is paid when they borrow or lend money. The amount of interest is calculated by multiplying the principal, or the original amount of money, by a certain rate or percentage. Interest can be compounded, which means that the interest on the principal is added to the principal, which is then used to calculate the interest on the new amount. This process is repeated each time interest is calculated, and the result is the accumulation of interest over a period of time.
For example, if a person borrows $10,000 from a bank at an annual interest rate of 5%, the bank will charge the person $500 in interest for the first year. If the interest is",Investment Problems,Medium,1
66,"The perimeter of a triangle is 36 meters. One side is twice the length of the shortest side, and the third side is 4 meters longer than the shortest side. Find the lengths of all sides.","8 meters, 16 meters, and 12 meters","Let shortest side = x
Second side = 2x, Third side = x + 4
x + 2x + (x + 4) = 36
Solve for x = 8","Solve the following math problem: The perimeter of a triangle is 36 meters. One side is twice the length of the shortest side, and the third side is 4 meters longer than the shortest side. Find the lengths of all sides.
Answer: The lengths of the sides of the triangle are 14, 24, and 28 meters.
To solve this problem, we will first need to create an equation to represent the perimeter of the triangle. Then, we can use the given information to solve for the unknown side lengths.
The perimeter of a triangle is equal to the sum of the lengths of its three sides.
We can use this equation to create an equation to represent the perimeter of the triangle in this problem. We know that the perimeter is 36 meters, so we can set up the equation:
36 = 2x + 4 + x
36 = 2x + x + 4
36 = 3x + 4
To solve for x, we",Geometry,Medium,7
67,"A car's value decreases by 20% per year. If the car is currently worth $12,000, what will its value be after 3 years?","$6,144","Value = 12000 * (1 - 0.20)^3 = 12000 * 0.80^3 = $6,144","Solve the following math problem: A car's value decreases by 20% per year. If the car is currently worth $12,000, what will its value be after 3 years?
Answer: $6,000
Explanation: To solve this problem, you will need to use the concept of percentage decrease. In this case, the car's value has decreased by 20% per year.
To find the value of the car after 3 years, you will need to multiply the current value by 0.8 (since 20% is 0.2, and 3 years is 3x).
$12,000 x 0.8 = 6,000
Therefore, after 3 years, the car's value will be $6,000.",Depreciation Problems,Medium,1
68,"Two trains leave a station at the same time, one traveling north at 60 miles per hour and the other traveling east at 80 miles per hour. How far apart are they after 2 hours?",100 miles,"Distance north = 60 * 2 = 120 miles
Distance east = 80 * 2 = 160 miles
Use Pythagorean theorem: Distance = sqrt(120^2 + 160^2) = 100 miles","Solve the following math problem: Two trains leave a station at the same time, one traveling north at 60 miles per hour and the other traveling east at 80 miles per hour. How far apart are they after 2 hours?
Answer: 240 miles
Explanation: We have two variables, t and d. The distance between the two trains is a function of the time. We want to solve for d, the distance between the two trains.
Two trains leave a station at the same time, one traveling north at 60 miles per hour and the other traveling east at 80 miles per hour. How far apart are they after 2 hours?
Answer: 240 miles
Explanation: We have two variables, t and d. The distance between the two trains is a function of the time. We want to solve for d, the distance between the two trains.
Solve the following math problem: Two trains leave a station at the same time, one traveling north at 60",Pythagorean Theorem,Hard,2
69,"A worker is paid $15 per hour for the first 40 hours and $22.50 for overtime. If he worked 50 hours in a week, how much did he earn?",$825,"Regular pay = 40 * $15 = $600
Overtime pay = 10 * $22.50 = $225
Total earnings = $600 + $225 = $825","Solve the following math problem: A worker is paid $15 per hour for the first 40 hours and $22.50 for overtime. If he worked 50 hours in a week, how much did he earn?
Answer: $1,050.00
A worker is paid $15 per hour for the first 40 hours and $22.50 for overtime. If he worked 50 hours in a week, how much did he earn?
Solution: The total amount of money he earned is 40 hours x $15 per hour + 10 hours x $22.50 per hour
= $15 x 40 + $22.50 x 10
= $600 + $225
= $825 + $22.50
= $847.50
The total amount of money he earned is $1,050.00.
Solve the following math problem: A worker is paid $15 per hour for the first 40 hours and $",Wage Problems,Medium,1
70,A boat travels 30 miles downstream in 3 hours and returns upstream in 5 hours. What is the speed of the current?,2 miles per hour,"Let boat speed in still water = b, current speed = c
Downstream speed = b + c = 30/3 = 10 mph
Upstream speed = b - c = 30/5 = 6 mph
Solve for c = 2 mph","Solve the following math problem: A boat travels 30 miles downstream in 3 hours and returns upstream in 5 hours. What is the speed of the current?
Answer: 1.5 miles per hour
The speed of the current is the difference between the speed of the boat and the speed of the current. To solve this problem, we need to find the speed of the boat and the speed of the current.
The speed of the boat is given as 30 miles per hour. To find the speed of the current, we need to subtract the speed of the boat from the total distance traveled by the boat.
The total distance traveled by the boat is 30 miles downstream and 30 miles upstream. Therefore, the speed of the current is 30 miles per hour.
The speed of the current is 1.5 miles per hour.",Current-Speed Problems,Medium,4
71,"A family spends 40% of their income on rent, 25% on food, and saves the rest. If their monthly income is $3,000, how much do they save?","$1,050","Savings = 100% - 40% - 25% = 35% of income
Savings = 35% * 3000 = $1,050","Solve the following math problem: A family spends 40% of their income on rent, 25% on food, and saves the rest. If their monthly income is $3,000, how much do they save?
Answer: $1,050
Explanation: Percent of a number is a fraction of the same size as the number, and the denominator is always 100. To write the percent of a number, first write the number. Then write the percent sign. Next write the fraction. Write the numerator of the fraction equal to the number multiplied by the percent. Finally, write the denominator of the fraction equal to 100.",Percentage Problems,Easy,2
72,The sum of three consecutive even numbers is 72. What are the numbers?,"22, 24, and 26","Let numbers = x, x + 2, x + 4
x + (x + 2) + (x + 4) = 72
3x + 6 = 72
Solve for x = 22","Solve the following math problem: The sum of three consecutive even numbers is 72. What are the numbers?
Answer: The sum of three consecutive even numbers is 72. What are the numbers?
Solve the following math problem: The sum of three consecutive even numbers is 72. What are the numbers?
The sum of three consecutive even numbers is 72. What are the numbers?
The sum of three consecutive even numbers is 72. What are the numbers?
The sum of three consecutive even numbers is 72. What are the numbers?",Consecutive Numbers,Medium,3
73,A factory can produce 100 units in 5 hours. How many units can it produce in 8 hours?,160 units,"Rate of production = 100/5 = 20 units per hour
Units in 8 hours = 20 * 8 = 160 units","Solve the following math problem: A factory can produce 100 units in 5 hours. How many units can it produce in 8 hours?
Answer: 400 units
Explanation: This problem can be solved using the following formula:
Units = Rate x Time
This formula says that the number of units a factory can produce in 8 hours is equal to the rate at which the factory can produce units per hour multiplied by 8 hours.
The rate at which the factory can produce units per hour is equal to 100 units divided by 5 hours. This is because the factory can produce 100 units in 5 hours, so it can produce 100 units in 8 hours.
Therefore, the number of units that the factory can produce in 8 hours is equal to 100 units per hour multiplied by 8 hours, or 400 units.
A factory can produce 100 units in",Proportion Problems,Easy,2
74,A student scores 85% on a test with 120 questions. How many questions did they answer correctly?,102 questions,Correct answers = 85% of 120 = 0.85 * 120 = 102,"Solve the following math problem: A student scores 85% on a test with 120 questions. How many questions did they answer correctly?
Answer: 102
Explanation: A score of 85% means that 85 out of 100 is 85. So 85% of 120 is 102.",Percentage Problems,Easy,10
75,"A person deposits $2,000 in a bank account with an annual interest rate of 4%. How much interest will they earn in 2 years?",$160,"Interest = Principal * Rate * Time
Interest = 2000 * 0.04 * 2 = $160","Solve the following math problem: A person deposits $2,000 in a bank account with an annual interest rate of 4%. How much interest will they earn in 2 years?
Answer: $240.00
Explanation: The formula to calculate simple interest is:
Solve the following math problem:
A person deposits $2,000 in a bank account with an annual interest rate of 4%.
How much interest will they earn in 2 years?
Solve the problem using the simple interest formula:
A = P(1 + rt)
Solve for r to find the interest rate:
r = (A – P)/Pt
r = (2400 – 2000)/2000
r = 0.04
Interest rate = 4%
This is the same answer as using the percent of interest formula:
Percent of interest = (I/P)x100
Percent of interest = (2400/2000)x",Simple Interest Problems,Easy,1
76,A recipe calls for 2 cups of sugar for every 3 cups of flour. How much sugar is needed for 12 cups of flour?,8 cups of sugar,"Ratio of sugar to flour = 2:3
For 12 cups of flour: (2/3) * 12 = 8 cups of sugar","Solve the following math problem: A recipe calls for 2 cups of sugar for every 3 cups of flour. How much sugar is needed for 12 cups of flour?
Answer: 8 cups of sugar
Step-by-step explanation:
1. Convert 12 cups of flour to 3 cups of flour.
12 cups of flour = 12 x 3 cups of flour = 36 cups of flour.
2. Multiply 36 cups of flour by 2 cups of sugar to get the total amount of sugar needed.
36 cups of flour x 2 cups of sugar = 72 cups of sugar
3. Round up to the nearest cup to get the total amount of sugar needed.
72 cups of sugar rounded up to the nearest cup = 8 cups of sugar.
Solve the following math problem: A recipe calls for 2 cups of sugar for every 3 cups of flour. How much sugar is needed for",Ratios,Easy,4
77,"A theater has 300 seats. If 80% of the seats are filled, how many seats are empty?",60 seats,"Filled seats = 300 * 0.80 = 240
Empty seats = 300 - 240 = 60","Solve the following math problem: A theater has 300 seats. If 80% of the seats are filled, how many seats are empty?
Answer: 60 seats.
Solve the following math problem: A theater has 300 seats. If 80% of the seats are filled, how many seats are empty?
A theater has 300 seats. If 80% of the seats are filled, how many seats are empty?
The number of empty seats is 300 - 80% of 300 = 300 - 240 = 60.
Solve the following math problem: A theater has 300 seats. If 80% of the seats are filled, how many seats are empty?
Solve the following math problem: A theater has 300 seats. If 80% of the seats are filled, how many seats are empty?",Percentage Problems,Easy,3
78,A bike costs $200 after a 25% discount. What was the original price?,$266.67,"Let original price = x
x * (1 - 0.25) = 200
x * 0.75 = 200
x = 200 / 0.75 = $266.67","Solve the following math problem: A bike costs $200 after a 25% discount. What was the original price?
Answer: $267.50
Explanation: A 25% discount means that you have to pay 75% of the original price. To find the original price, we need to divide the final price by 0.75.",Percentage Problems,Medium,4
79,A farmer has 150 apples. He sells them in bags of 6 apples each. How many bags does he sell?,25 bags,Number of bags = 150 / 6 = 25 bags,"Solve the following math problem: A farmer has 150 apples. He sells them in bags of 6 apples each. How many bags does he sell?
Answer: 25 bags
Explanation: 150 ÷ 6 = 25
A bag of 6 apples
The farmer sells 25 bags of 6 apples.",Division,Easy,6
80,"A box contains 5 red balls, 8 blue balls, and 7 green balls. What is the probability of drawing a blue ball?",0.32,"Total balls = 5 + 8 + 7 = 20
Probability of blue = 8 / 20 = 0.32","Solve the following math problem: A box contains 5 red balls, 8 blue balls, and 7 green balls. What is the probability of drawing a blue ball?
Answer: 8/20
Explanation: Probability is a measure of how likely an event is to occur.
The probability of an event is how likely it is to happen divided by how likely it is to happen.
The probability of an event is written as a fraction with the event at the top and the opposite, or opposite event, at the bottom. The bottom of the fraction is called the denominator.
The denominator is the number of equally likely outcomes and cannot be zero.
To find the probability of an event, count the number of outcomes that make the event occur, then count the number of outcomes in the sample space.
Divide the number of outcomes that make the event occur by the number of outcomes in the sample space. This answer is the probability of",Probability,Medium,0
