question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,rougeL_score,bleu_score
12,"The ratio of boys to girls in a class is 3:5. If there are 64 students in total, how many are boys and how many are girls?",24 boys and 40 girls,"Let boys = 3x and girls = 5x
Total students = 3x + 5x = 64
8x = 64
x = 8
Boys = 3 * 8 = 24, Girls = 5 * 8 = 40","Solve the following math problem: The ratio of boys to girls in a class is 3:5. If there are 64 students in total, how many are boys and how many are girls?
Answer: There are ....... boys and there are ....... girls.",Ratio and Proportion Problems,Hard,0.13043478260869565,3.047503707261196e-155
13,"Machine A can complete a job in 4 hours, and Machine B can complete the same job in 6 hours. After working together for 2 hours, Machine A breaks down. How long will Machine B take to finish the job?",2.67 hours,"Rate of Machine A = 1/4 job/hour, Rate of Machine B = 1/6 job/hour
Together for 2 hours: (1/4 + 1/6) * 2 = 5/12 job completed
Remaining job = 1 - 5/12 = 7/12
Time for Machine B to finish = (7/12) / (1/6) = 7/2 = 3.5 hours","Solve the following math problem: Machine A can complete a job in 4 hours, and Machine B can complete the same job in 6 hours. After working together for 2 hours, Machine A breaks down. How long will Machine B take to finish the job?
Answer: 
  20/7 hour

Solve the following math problem: 
A restaurant has a large tank of water. They have a pump that can pump 4 gallons of water out of the tank every minute. Every hour, the kitchen uses 1 gallon of water, the bathroom uses 2 gallons of water, and the bar uses 3 gallons of water. At 11:00 AM, the tank has 100 gallons of water. At 1:00 PM, the tank has 10 gallons of water. How many gallons of water were in the tank at 10:00 AM?
Answer: 

Solve the following math problem: 

A restaurant has a large",Work Problems (Complex),Hard,0.026315789473684213,0.0
14,"A shopkeeper sells an item for $240, making a 20% profit. What was the cost price of the item?",$200,"Selling price = Cost price * (1 + Profit %)
240 = Cost price * 1.2
Cost price = 240 / 1.2 = $200","Solve the following math problem: A shopkeeper sells an item for $240, making a 20% profit. What was the cost price of the item?
Answer: $200
Explanation: 20% of $240 is 48, so the cost price is $240 - $48 = $200.

Next, solve the following word problem:
A shopkeeper sells an item for $240, making a 20% profit. What was the cost price of the item?
Answer: $200
Explanation: 20% of $240 is 48, so the cost price is $240 - $48 = $200.

In the context of the previous word problem, how much profit was made?
Answer: $48
Explanation: 20%",Profit and Loss,Hard,0.020202020202020204,5.732687664195737e-232
15,Lisa has 12 apples. She gives 3 apples to each of her friends. How many friends does she give apples to?,4 friends,Number of friends = 12 apples / 3 apples per friend = 4 friends,"Solve the following math problem: Lisa has 12 apples. She gives 3 apples to each of her friends. How many friends does she give apples to?
Answer:  friends.

The number of minutes in a second is:
Answer:  minutes.

What is the smallest positive integer that is the difference of two squares?
Answer:  

Find the sum of all positive divisors of 50.
Answer:  

Find the remainder of when divided by 6.
Answer:  

Find the smallest positive real number x, for which the equation has no real roots.
Answer:  

How many positive integers m from 1 to 10000000 satisfy that the remainder of the division of by 100 is 65?
Answer:  

The base of a pyramid is an equilateral triangle with side length 1 meter.",Simple Equations,Easy,0.016,5.470563275684957e-232
16,"If a pen costs $3, how much will 6 pens cost?",$18,6 pens * $3/pen = $18,"Solve the following math problem: If a pen costs $3, how much will 6 pens cost?
Answer: $18

Solve the following math problem: If a water tank contains 300 litres of water and the same amount of water is added per day, and the tank contains 900 litres of water after 3 days, how much water is in the tank after 6 days?
Answer: 1500 litres

Solve the following math problem: If a car travels 100 km in 2 hours, how many hours will it take to travel 400 km at the same speed?
Answer: 8 hours

Solve the following math problem: If a company has 20 employees and each employee earns $500 per week, how much will the company pay all of its",Basic Arithmetic,Easy,0.016,5.4595004015312194e-232
17,"Sam is 7 years older than Tom. If Tom is 8 years old, how old is Sam?",15 years old,Sam = Tom's age + 7 = 8 + 7 = 15 years old,"Solve the following math problem: Sam is 7 years older than Tom. If Tom is 8 years old, how old is Sam?
Answer: Sam is years old.

Sam and Tom are playing a game of hide-and-seek. Tom hides behind the tree, while Sam counts to 10. After Sam finishes counting, he starts searching for Tom. Tom runs away and hides behind another tree. How long does Sam have to search for Tom?
A. 10 minutes
B. 5 minutes
C. 2 minutes
D. 3 minutes

Sam and Tom are playing a game of hide-and-seek. Tom hides behind the tree, while Sam counts to 10. After Sam finishes counting, he starts searching for Tom. Tom runs away and hides behind another tree. How long does Sam have to search for Tom?
A",Age Problems (Basic),Easy,0.029197080291970802,6.4162308992004585e-232
18,A car travels at 45 miles per hour. How far will it travel in 3 hours?,135 miles,Distance = Speed * Time = 45 miles/hour * 3 hours = 135 miles,"Solve the following math problem: A car travels at 45 miles per hour. How far will it travel in 3 hours?
Answer:   miles.

Solve the following math problem: 25% of what number is 10?
Answer:   

Solve the following math problem: A group of 320 people is split into 4 groups of 80 people. 30 people are selected at random from each group. How many people were chosen in total?
Answer:   

Solve the following math problem: Three students shared 4 cookies equally. How many cookies did each student get?
Answer:   cookies.

Solve the following math problem: There are 72 students in a class. 25 of them are boys. What decimal represents the fraction of the class that is boys?
Answer:   

Solve the",Distance-Rate-Time,Easy,0.016260162601626018,5.493030127324876e-232
19,Sara and Jane together have 50 books. Sara has 10 more books than Jane. How many books does each have?,Sara has 30 books and Jane has 20 books,"Let Jane's books = x
Sara's books = x + 10
x + (x + 10) = 50
2x + 10 = 50
2x = 40
x = 20
Sara = 30, Jane = 20","Solve the following math problem: Sara and Jane together have 50 books. Sara has 10 more books than Jane. How many books does each have?
Answer: 
Sara has  books.
Jane has  books.

<strong>Fill in the blank.</strong>

<strong>1</strong>

<strong>2</strong>

<strong>3</strong>

<strong>4</strong>

<strong>5</strong>

<strong>6</strong>

<strong>7</strong>

<strong>8</strong>

<strong>9</strong>

<strong>10</strong>

<strong>11</strong>

<strong>12</strong>

<strong>13</strong>

<strong>14</strong>

<strong>15</strong>

<strong>16</strong>

<strong>17</strong>

<strong>18</strong>

<strong>19</strong>

<strong>20</strong>

<strong>21</strong>

<strong>22</strong>

<strong>23</strong>

<strong>24</strong>

<strong>25</strong>

<strong>26</strong>

<strong>27</strong>

<strong>2",Equations with Two Variables,Medium,0.09230769230769233,4.007254345521379e-155
20,"A mixture contains 40% salt. If there are 10 liters of mixture, how much salt is in it?",4 liters of salt,Amount of salt = 40% of 10 liters = 0.4 * 10 = 4 liters,"Solve the following math problem: A mixture contains 40% salt. If there are 10 liters of mixture, how much salt is in it?
Answer: 
liters.

The area of a regular pentagon is 20 cm<sup>2</sup>. What is the area of a regular pentagon that has twice the side length of the first pentagon?
Answer: 
cm<sup>2</sup>.

Find the value of k such that the roots of the following equation are real and equal: (k+1)x<sup>2</sup>+(3k-2)x+5(k-1)=0.
Answer: k=

If 45<sup>9</sup>+45<sup>8</sup>+45<sup>7</sup>+45<sup>6</sup>+45<sup>5</sup>+45<sup>4</sup>+45<sup>3</sup>+45<sup>2",Mixture Problems,Medium,0.04687499999999999,2.259351571061102e-155
21,"John paints a room in 5 hours, and Mary paints the same room in 10 hours. How long will it take them to paint the room together?",3.33 hours,"John's rate = 1/5 rooms/hour, Mary's rate = 1/10 rooms/hour
Total rate = 1/5 + 1/10 = 3/10 rooms/hour
Time = 1/(3/10) = 10/3 = 3.33 hours","Solve the following math problem: John paints a room in 5 hours, and Mary paints the same room in 10 hours. How long will it take them to paint the room together?
Answer: It will take them ... hours to paint the room together.

The length of a rectangle is 3 cm more than its width. Its area is 187 cm<sup>2</sup>. The perimeter of the rectangle is ... cm.

Find the value of the expression:  $\frac{1}{2}\times\frac{2}{3}\times\frac{3}{4}\times\frac{4}{5}\times...\times\frac{99}{100}$ 

(Give your answer as a decimal in the simplest form)

The weight of a bag of rice is 12.5 kg. How many bags can be filled from a 1-tonne sack without any rice left?",Work Problems,Medium,0.014814814814814815,5.625487347946324e-232
22,"In 4 years, Sarah will be three times as old as she was 2 years ago. How old is Sarah now?",6 years old,"Let Sarah's current age = x
In 4 years, Sarah's age = x + 4
2 years ago, Sarah's age = x - 2
x + 4 = 3(x - 2)
x + 4 = 3x - 6
x = 6","Solve the following math problem: In 4 years, Sarah will be three times as old as she was 2 years ago. How old is Sarah now?
Answer: Sarah is now _ years old.

A square is cut out from each corner of a rectangle which measures 12cm by 8cm. The remaining part is folded into an open box. What is the volume of the box?
Answer: The volume of the box is _ cm<sup>3</sup>.

The sum of two numbers is 176. If the first number is multiplied by 8 and the second number by 6, the two products are equal. The smaller number is _____________.

The sum of two numbers is 176. If the first number is multiplied by 8 and the second number by 6, the two products are equal. The smaller number is _____________.

The sum of two",Age Problems (Complex),Medium,0.02816901408450704,6.298451848768724e-232
23,"Anna invests $2,000 at 3% interest, compounded annually. How much money will she have after 5 years?","$2,318.54","A = P(1 + r/n)^(nt)
A = 2000(1 + 0.03/1)^(1*5)
A = 2000(1.03)^5 = 2000 * 1.159274 = $2,318.54","Solve the following math problem: Anna invests $2,000 at 3% interest, compounded annually. How much money will she have after 5 years?
Answer: $2,318.79 (rounded to the nearest cent, if necessary)

The answer is $2,318.79.

I'm not sure how to write this on the calculator and get this answer.

Can someone please help me.

Thank you",Investment Problems,Medium,0.06153846153846154,0.0
24,"A rectangular field has a perimeter of 40 meters, and its area is 96 square meters. What are the dimensions of the field?",8 meters by 12 meters,"Let length = l and width = w
Perimeter = 2(l + w) = 40
Area = l * w = 96
Solve system of equations: l + w = 20, lw = 96","Solve the following math problem: A rectangular field has a perimeter of 40 meters, and its area is 96 square meters. What are the dimensions of the field?
Answer: The field has length meters and width meters.

In 2006, the estimated population of a city was 4,578,000. If the population has been increasing at a rate of 2.3% per year, what was the population in 2000?

In 2003, the estimated population of a city was 3,726,000. If the population has been increasing at a rate of 2.1% per year, what was the population in 2000?

The following table lists the average tuition and fees for a three-year private college, as well as for a four-year public college, for the",Quadratic Equations,Hard,0.030303030303030304,5.5159660337435624e-232
25,"A factory sells two types of products. Product A costs $15, and Product B costs $25. If 100 products are sold for a total of $2,000, how many of each product were sold?",80 Product A and 20 Product B,"Let number of Product A = x, number of Product B = y
x + y = 100
15x + 25y = 2000
Solve system of equations","Solve the following math problem: A factory sells two types of products. Product A costs $15, and Product B costs $25. If 100 products are sold for a total of $2,000, how many of each product were sold?
Answer: product A was sold and product B was sold.

The correct answer is 40 and 60. Let's break down the problem and solve it step by step.

First, we are given the cost of each product: Product A costs $15 and Product B costs $25.

Next, we are told that 100 products are sold for a total of $2,000. We can use this information to set up an equation to represent the total cost of all the products sold:

15A + 25B = 2000

Where A is the number of Product A sold and B is the number of Product B sold.

We also know that the",Systems of Equations,Hard,0.06493506493506493,2.1990849239163593e-155
26,"The ratio of dogs to cats in a shelter is 2:3. If there are 75 animals in total, how many are dogs and how many are cats?",30 dogs and 45 cats,"Let dogs = 2x and cats = 3x
Total animals = 2x + 3x = 75
5x = 75
x = 15
Dogs = 2 * 15 = 30, Cats = 3 * 15 = 45","Solve the following math problem: The ratio of dogs to cats in a shelter is 2:3. If there are 75 animals in total, how many are dogs and how many are cats?
Answer: There are ___ dogs in the shelter.
There are ___ cats in the shelter.

Solve the following math problem: The ratio of boys to girls in a class is 3:4. If there are 20 students in total, how many are boys and how many are girls?
Answer: There are ___ boys in the class.
There are ___ girls in the class.
Solve the following math problem: The ratio of apples to oranges in a fruit basket is 4:5. If there are 21 fruits in total, how many are apples and how many are oranges?
Answer: There are ___ apples in the basket.
There are ___ oranges in the basket.
Solve the following math problem: The",Ratio and Proportion Problems,Hard,0.039999999999999994,1.6164332185803365e-155
27,"Machine C can finish a task in 8 hours, and Machine D can finish the same task in 12 hours. If they work together for 3 hours, how long will Machine C take to complete the rest of the task alone?",2.67 hours,"Rate of Machine C = 1/8 job/hour, Rate of Machine D = 1/12 job/hour
Together for 3 hours: (1/8 + 1/12) * 3 = 5/24 job completed
Remaining job = 1 - 5/24 = 19/24
Time for Machine C to finish = (19/24) / (1/8) = 19/3 = 6.33 hours","Solve the following math problem: Machine C can finish a task in 8 hours, and Machine D can finish the same task in 12 hours. If they work together for 3 hours, how long will Machine C take to complete the rest of the task alone?
Answer: 2 hours

Solve the following math problem:
40-39+38-37+36-35+...-3+2-1=

Answer: 21

Solve the following math problem: 35-32+31-30+29-28+...-5+4-3+2=

Answer: 17

Solve the following math problem: 37-35+33-31+29-27+...-5+3-1=

Answer: 17

Solve the following math problem: 31-30+29-28+27-26+...-5",Work Problems (Complex),Hard,0.035398230088495575,6.110848977001762e-232
28,"A store sells a TV for $600, making a 25% profit. What was the cost price of the TV?",$480,"Selling price = Cost price * (1 + Profit %)
600 = Cost price * 1.25
Cost price = 600 / 1.25 = $480","Solve the following math problem: A store sells a TV for $600, making a 25% profit. What was the cost price of the TV?
Answer:
The original price of the TV was $500, and the store made a profit of $100, which is 25% of the original price.",Profit and Loss,Hard,0.0,0.0
29,Jessica has 8 oranges. She buys 5 more every day. How many oranges will she have after 3 days?,23 oranges,"Day 1: 8 + 5 = 13 oranges
Day 2: 13 + 5 = 18 oranges
Day 3: 18 + 5 = 23 oranges","Solve the following math problem: Jessica has 8 oranges. She buys 5 more every day. How many oranges will she have after 3 days?
Answer: Jessica will have oranges after 3 days

Find the quotient of 64,800 and 23

<b>Answer:</b> The quotient is  

Solve the following math problem: 54,800 and 69,200 are multiplied by 25. What is the product?
Answer: The product is

Solve the following math problem: 36,500 and 94,700 are multiplied by 32. What is the product?
Answer: The product is

Solve the following math problem: 23,700 and 89,700 are multiplied by 62. What is the product?
Answer:",Simple Equations,Easy,0.01801801801801802,6.851187014592609e-232
30,A pencil costs $1.50. How much will 8 pencils cost?,$12,8 pencils * $1.50/pencil = $12,"Solve the following math problem: A pencil costs $1.50. How much will 8 pencils cost?
Answer: The cost of 8 pencils will be $

Solve the math problem: At a store, the cost of 3 water bottles was $12. How much does one water bottle cost?
Answer: One water bottle costs $

Solve the math problem: A restaurant has 42 tables with 3 chairs per table. How many chairs are there in the restaurant?
Answer: There are _ chairs in the restaurant.

Solve the math problem: A bakery has 90 muffins. If 30 muffins are sold, what is the ratio of the number of muffins sold to the number of muffins unsold?
Answer: The ratio of the number of muffins sold to the number of muffins unsold is _:_

Solve",Basic Arithmetic,Easy,0.015625,0.0
31,"Adam is twice as old as Ben. If Ben is 10 years old, how old is Adam?",20 years old,Adam = 2 * Ben's age = 2 * 10 = 20 years old,"Solve the following math problem: Adam is twice as old as Ben. If Ben is 10 years old, how old is Adam?
Answer: 20

Solution: If we let Ben's age be x, then Adam's age would be 2x.

As Ben is 10 years old, x = 10, so Adam's age is 2x = 2 x 10 = 20.

The above is a very basic example of an algebraic equation.
In this section, we will learn more about how to solve equations.


Equations

An equation is a mathematical statement which shows that two expressions are equal.
For example, 2x - 5 = 6 is an equation.

An equation may be solved by finding the value of the unknown (x, in this case) that makes the equation",Age Problems (Basic),Easy,0.047619047619047616,7.170693076019232e-232
32,A truck travels at 60 miles per hour. How far will it travel in 5 hours?,300 miles,Distance = Speed * Time = 60 miles/hour * 5 hours = 300 miles,"Solve the following math problem: A truck travels at 60 miles per hour. How far will it travel in 5 hours?
Answer:

Solve the following math problem: A truck travels at 120 miles per hour. How far will it travel in 5 hours?
Answer:

Solve this math problem: Jack has five times as many marbles as Jill. Jill has 15 marbles. How many marbles does Jack have?
Answer:

Solve this math problem: In a school, there are 150 children. Out of these, 100 are boys and the remaining are girls. What fraction of the total children are girls?
Answer:

Solve this math problem: If a bus has 40 seats and each seat is to hold two people, how many people can ride on the bus?
Answer:

Solve this math",Distance-Rate-Time,Easy,0.015267175572519083,5.405811477015716e-232
33,John and Anna have 120 marbles in total. John has twice as many marbles as Anna. How many marbles does each have?,John has 80 marbles and Anna has 40 marbles,"Let Anna's marbles = x
John's marbles = 2x
x + 2x = 120
3x = 120
x = 40
John = 80, Anna = 40","Solve the following math problem: John and Anna have 120 marbles in total. John has twice as many marbles as Anna. How many marbles does each have?
Answer:
John has ___ marbles
Anna has ___ marbles

We consider the following problem:
The sum of 3 consecutive natural numbers is 357. The second number is ___.
Answer:
The second number is ___.

We must solve the following math problem:
The sum of 3 consecutive natural numbers is 87. The second number is ___.
Answer:
The second number is ___.",Equations with Two Variables,Medium,0.13186813186813187,3.4137094800074316e-155
34,"A solution contains 25% alcohol. If there are 12 liters of solution, how much alcohol is in the solution?",3 liters of alcohol,Amount of alcohol = 25% of 12 liters = 0.25 * 12 = 3 liters,"Solve the following math problem: A solution contains 25% alcohol. If there are 12 liters of solution, how much alcohol is in the solution?
Answer: liters of alcohol.

Solve the following math problem: An aquarium holds 50 liters of water. The water is drained at a rate of 4 liters per minute. How long does it take to drain the water from the aquarium?
Answer: minutes.

Solve the following math problem: A soccer team played 12 games. In 6 of the games they won and scored 4 goals. In the other 6 games, they lost and scored 1 goal. How many goals did they score in total?
Answer: goals.

I will provide you with a math problem to solve and you will need to provide the correct answer.",Mixture Problems,Medium,0.045454545454545456,1.7385977239214729e-155
35,Two workers can complete a task in 5 hours working together. Worker A alone can complete it in 8 hours. How long will Worker B take to complete the task alone?,13.33 hours,"Rate of Worker A = 1/8 jobs/hour
Let Worker B's rate = 1/x jobs/hour
Total rate = 1/5 jobs/hour
1/8 + 1/x = 1/5
Solve for x = 13.33 hours","Solve the following math problem: Two workers can complete a task in 5 hours working together. Worker A alone can complete it in 8 hours. How long will Worker B take to complete the task alone?
Answer:
The time for Worker B to complete the task alone is hours.

In a store, 1500 items are sold in 20 days. How many items will be sold in 30 days?
Answer:
The number of items sold in 30 days is items.

A car uses 6 liters of gasoline to travel 240 km. How many liters of gasoline will it use to travel 100 km?
Answer:
The amount of gasoline used to travel 100 km is liters.

A factory can produce 800 units in 40 days. How many days will it take to produce 2500 units?
Answer:
The",Work Problems,Medium,0.014492753623188406,5.344719054588824e-232
36,"In 6 years, Mike will be twice as old as he was 2 years ago. How old is Mike now?",8 years old,"Let Mike's current age = x
In 6 years, Mike's age = x + 6
2 years ago, Mike's age = x - 2
x + 6 = 2(x - 2)
x + 6 = 2x - 4
x = 8","Solve the following math problem: In 6 years, Mike will be twice as old as he was 2 years ago. How old is Mike now?
Answer: Mike is ___ years old.

Solve the following math problem: A man is twice as old as his son. The product of their ages today is 143. How old will the man be when he is three times as old as his son?
Answer: The man will be ____ years old.

Find the value of x in the following equation:

Solve the following math problem: A man is twice as old as his son, five years ago the man was three times as old as his son. How old is the man now?
Answer: The man is ___ years old.

Solve the following math problem: A man is twice as old as his son. In 20 years, the man will be twice",Age Problems (Complex),Medium,0.02702702702702703,6.211555838206664e-232
37,"Henry invests $1,500 at 4% interest, compounded annually. How much money will he have after 2 years?","$1,622.40","A = P(1 + r/n)^(nt)
A = 1500(1 + 0.04/1)^(1*2)
A = 1500(1.04)^2 = 1500 * 1.0816 = $1,622.40","Solve the following math problem: Henry invests $1,500 at 4% interest, compounded annually. How much money will he have after 2 years?
Answer: $1,500 + $1,500 x 0.04 = $1,560
Explain:
Henry invests $1,500 at 4% interest, compounded annually. This means that he earns 4% interest on his initial investment and on any interest earned in previous years.
After 1 year, he will have $1,500 + $1,500 x 0.04 = $1,560.
After 2 years, he will have $1,560 + $1,560 x 0.04 = $1,622.40.
Therefore, he will have",Investment Problems,Medium,0.06000000000000001,0.0
38,"A rectangular room has a perimeter of 50 meters, and its area is 150 square meters. What are the dimensions of the room?",10 meters by 15 meters,"Let length = l and width = w
Perimeter = 2(l + w) = 50
Area = l * w = 150
Solve system of equations: l + w = 25, lw = 150","Solve the following math problem: A rectangular room has a perimeter of 50 meters, and its area is 150 square meters. What are the dimensions of the room?
Answer: The dimensions of the room are _______ meters long and _______ meters wide.


Hint: Assume the length of the rectangle as ‘L’ meters and the width as ‘W’ meters. Use the relation that the perimeter of a rectangle is 2(length + width). Use the relation that the area of a rectangle is length multiplied by width. Form two linear equations in two variables and solve them by the elimination method to get the values of L and W.

Complete step by step answer:
Let the length of the room be ‘L’ meters and the width of the room be ‘W’ meters.
We have given that the perimeter of the room is 50 meters.
We know that the perimeter of a rectangle is given",Quadratic Equations,Hard,0.03870967741935484,6.828538152572399e-232
