question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,rougeL_score,bleu_score
11,"A company sells two types of gadgets. Gadget A costs $5, and Gadget B costs $10. If 50 gadgets are sold for a total of $350, how many of each type were sold?",30 Gadget A and 20 Gadget B,"Let number of Gadget A = x, number of Gadget B = y
x + y = 50
5x + 10y = 350
Solve system of equations","Solve the following math problem: A company sells two types of gadgets. Gadget A costs $5, and Gadget B costs $10. If 50 gadgets are sold for a total of $350, how many of each type were sold?
Answer: Let's denote the number of Gadget A sold as \(x\) and the number of Gadget B sold as \(y\). We can set up a system of linear equations based on the given information:

1. The total number of gadgets sold is 50:
\[x + y = 50\]

2. The total amount of money made from selling the gadgets is $350:
\[5x + 10y = 350\]

We can solve this system of equations using substitution or elimination. Here, we'll use the elimination method.

First, let's simplify the second equation by dividing every term by 5 to make it easier to eliminate one of the variables:
\[x + 2",Systems of Equations,Hard,0.06622516556291391,2.1990849239163593e-155
12,"The ratio of boys to girls in a class is 3:5. If there are 64 students in total, how many are boys and how many are girls?",24 boys and 40 girls,"Let boys = 3x and girls = 5x
Total students = 3x + 5x = 64
8x = 64
x = 8
Boys = 3 * 8 = 24, Girls = 5 * 8 = 40","Solve the following math problem: The ratio of boys to girls in a class is 3:5. If there are 64 students in total, how many are boys and how many are girls?
Answer: Let's denote the number of boys as \(3x\) and the number of girls as \(5x\), according to the given ratio of 3:5. The total number of students is the sum of boys and girls, which is \(3x + 5x = 8x\). We're told that this total equals 64 students.

So we have the equation:

\[8x = 64\]

To find \(x\), divide both sides by 8:

\[x = \frac{64}{8} = 8\]

Now that we have the value of \(x\), we can find the number of boys and girls:

- Number of boys = \(3x = 3",Ratio and Proportion Problems,Hard,0.045801526717557245,1.7385977239214729e-155
13,"Machine A can complete a job in 4 hours, and Machine B can complete the same job in 6 hours. After working together for 2 hours, Machine A breaks down. How long will Machine B take to finish the job?",2.67 hours,"Rate of Machine A = 1/4 job/hour, Rate of Machine B = 1/6 job/hour
Together for 2 hours: (1/4 + 1/6) * 2 = 5/12 job completed
Remaining job = 1 - 5/12 = 7/12
Time for Machine B to finish = (7/12) / (1/6) = 7/2 = 3.5 hours","Solve the following math problem: Machine A can complete a job in 4 hours, and Machine B can complete the same job in 6 hours. After working together for 2 hours, Machine A breaks down. How long will Machine B take to finish the job?
Answer: 3 hours
Explanation: In one hour, Machine A completes 1/4 of the job, while Machine B completes 1/6 of the job. Together, they complete 1/4 + 1/6 = 5/12 of the job per hour. In 2 hours, they complete 2 * (5/12) = 5/6 of the job. This leaves 1 - 5/6 = 1/6 of the job remaining. Since Machine B can complete 1/6 of the job in 1 hour, it will take Machine B an additional 1 hour to finish the remaining 1/6 of the job. Therefore, the total time taken by Machine B",Work Problems (Complex),Hard,0.02684563758389262,5.286929818568628e-232
14,"A shopkeeper sells an item for $240, making a 20% profit. What was the cost price of the item?",$200,"Selling price = Cost price * (1 + Profit %)
240 = Cost price * 1.2
Cost price = 240 / 1.2 = $200","Solve the following math problem: A shopkeeper sells an item for $240, making a 20% profit. What was the cost price of the item?
Answer: $200

To find the cost price of the item when the selling price and the profit percentage are given, you can use the formula:

\[ \text{Cost Price} = \frac{\text{Selling Price}}{1 + \text{Profit Percentage}} \]

Given that the selling price is $240 and the profit percentage is 20% (or 0.20 in decimal form), we can plug these values into the formula:

\[ \text{Cost Price} = \frac{240}{1 + 0.20} = \frac{240}{1.20} = 200 \]

Therefore, the cost price of the item was $",Profit and Loss,Hard,0.018348623853211007,5.677823098089411e-232
15,Lisa has 12 apples. She gives 3 apples to each of her friends. How many friends does she give apples to?,4 friends,Number of friends = 12 apples / 3 apples per friend = 4 friends,"Solve the following math problem: Lisa has 12 apples. She gives 3 apples to each of her friends. How many friends does she give apples to?
Answer: Lisa gives apples to 12 / 3 = 4 of her friends.

Therefore, the answer is 4.",Simple Equations,Easy,0.0909090909090909,8.412065649527267e-232
16,"If a pen costs $3, how much will 6 pens cost?",$18,6 pens * $3/pen = $18,"Solve the following math problem: If a pen costs $3, how much will 6 pens cost?
Answer: If one pen costs $3, then to find the total cost of 6 pens, you multiply the cost of one pen by the number of pens:

\[ \text{Cost of one pen} \times \text{Number of pens} = \$3 \times 6 = \$18 \]

Therefore, 6 pens will cost $18. The answer is $\boxed{18}$.",Basic Arithmetic,Easy,0.028985507246376812,0.0
17,"Sam is 7 years older than Tom. If Tom is 8 years old, how old is Sam?",15 years old,Sam = Tom's age + 7 = 8 + 7 = 15 years old,"Solve the following math problem: Sam is 7 years older than Tom. If Tom is 8 years old, how old is Sam?
Answer: If Tom is 8 years old and Sam is 7 years older than Tom, then to find Sam's age, you simply add 7 years to Tom's age:

\[ \text{Sam's age} = \text{Tom's age} + 7 \]

Substitute Tom's age with 8:

\[ \text{Sam's age} = 8 + 7 = 15 \]

Therefore, Sam is 15 years old.",Age Problems (Basic),Easy,0.07228915662650602,2.6183684465376894e-155
18,A car travels at 45 miles per hour. How far will it travel in 3 hours?,135 miles,Distance = Speed * Time = 45 miles/hour * 3 hours = 135 miles,"Solve the following math problem: A car travels at 45 miles per hour. How far will it travel in 3 hours?
Answer: The car will travel 135 miles.
Step-by-step explanation:
To find out how far the car will travel, we need to multiply its speed (in miles per hour) by the time it travels (in hours).

Given:
- Speed = 45 miles/hour
- Time = 3 hours

Distance = Speed × Time
Distance = 45 miles/hour × 3 hours
Distance = 135 miles

So, the car will travel 135 miles in 3 hours.",Distance-Rate-Time,Easy,0.044444444444444446,1.8444293339102725e-155
19,Sara and Jane together have 50 books. Sara has 10 more books than Jane. How many books does each have?,Sara has 30 books and Jane has 20 books,"Let Jane's books = x
Sara's books = x + 10
x + (x + 10) = 50
2x + 10 = 50
2x = 40
x = 20
Sara = 30, Jane = 20","Solve the following math problem: Sara and Jane together have 50 books. Sara has 10 more books than Jane. How many books does each have?
Answer: Let's denote the number of books Jane has as \(J\) and the number of books Sara has as \(S\). We are given two pieces of information:

1. \(S + J = 50\)
2. \(S = J + 10\)

We can substitute the second equation into the first to solve for \(J\):

\(J + 10 + J = 50\)

Combine like terms:

\(2J + 10 = 50\)

Subtract 10 from both sides:

\(2J = 40\)

Divide by 2:

\(J = 20\)

Now that we know Jane has 20 books, we can find",Equations with Two Variables,Medium,0.13793103448275862,8.218417116288418e-79
20,"A mixture contains 40% salt. If there are 10 liters of mixture, how much salt is in it?",4 liters of salt,Amount of salt = 40% of 10 liters = 0.4 * 10 = 4 liters,"Solve the following math problem: A mixture contains 40% salt. If there are 10 liters of mixture, how much salt is in it?
Answer: To find out how much salt is in the mixture, you can calculate 40% of the total volume of the mixture. 

\[ \text{Amount of salt} = \text{Total volume} \times \text{Percentage of salt} \]

Given that the total volume of the mixture is 10 liters and the percentage of salt is 40%, or 0.40 when expressed as a decimal:

\[ \text{Amount of salt} = 10 \times 0.40 = 4 \]

So, there are 4 liters of salt in the mixture.",Mixture Problems,Medium,0.07547169811320754,0.021807863384847224
21,"John paints a room in 5 hours, and Mary paints the same room in 10 hours. How long will it take them to paint the room together?",3.33 hours,"John's rate = 1/5 rooms/hour, Mary's rate = 1/10 rooms/hour
Total rate = 1/5 + 1/10 = 3/10 rooms/hour
Time = 1/(3/10) = 10/3 = 3.33 hours","Solve the following math problem: John paints a room in 5 hours, and Mary paints the same room in 10 hours. How long will it take them to paint the room together?
Answer: Let's calculate the rate at which John and Mary paint the room.

John paints the room in 5 hours, so his rate is \( \frac{1}{5} \) of the room per hour.
Mary paints the room in 10 hours, so her rate is \( \frac{1}{10} \) of the room per hour.

When they work together, their rates add up:

\( \frac{1}{5} + \frac{1}{10} = \frac{2}{10} + \frac{1}{10} = \frac{3}{10} \)

This means together, they can paint \( \frac{3}{10} \) of the",Work Problems,Medium,0.01652892561983471,0.0
22,"In 4 years, Sarah will be three times as old as she was 2 years ago. How old is Sarah now?",6 years old,"Let Sarah's current age = x
In 4 years, Sarah's age = x + 4
2 years ago, Sarah's age = x - 2
x + 4 = 3(x - 2)
x + 4 = 3x - 6
x = 6","Solve the following math problem: In 4 years, Sarah will be three times as old as she was 2 years ago. How old is Sarah now?
Answer: Let's denote Sarah's current age as \(x\).

According to the problem:

In 4 years, Sarah's age = \(x + 4\)

Two years ago, Sarah's age = \(x - 2\)

The problem states that in 4 years, Sarah will be three times as old as she was 2 years ago. Therefore, we can write the equation:

\[x + 4 = 3(x - 2)\]

Expanding and solving for \(x\):

\[x + 4 = 3x - 6\]

Bringing like terms together:

\[4 + 6 = 3x - x\]

\[10 = 2x\]

Dividing both sides by",Age Problems (Complex),Medium,0.035398230088495575,7.259419553339045e-232
23,"Anna invests $2,000 at 3% interest, compounded annually. How much money will she have after 5 years?","$2,318.54","A = P(1 + r/n)^(nt)
A = 2000(1 + 0.03/1)^(1*5)
A = 2000(1.03)^5 = 2000 * 1.159274 = $2,318.54","Solve the following math problem: Anna invests $2,000 at 3% interest, compounded annually. How much money will she have after 5 years?
Answer: To find out how much money Anna will have after 5 years with an investment of $2,000 at 3% interest compounded annually, we can use the formula for compound interest:

\[ A = P(1 + r)^n \]

where:
- \(A\) is the amount of money accumulated after n years, including interest.
- \(P\) is the principal amount (the initial amount of money).
- \(r\) is the annual interest rate (decimal).
- \(n\) is the number of years the money is invested for.

Given:
- \(P = \$2,000\)
- \(r = 3\% = 0.03\) (as a decimal)
- \(n",Investment Problems,Medium,0.017241379310344827,0.0
24,"A rectangular field has a perimeter of 40 meters, and its area is 96 square meters. What are the dimensions of the field?",8 meters by 12 meters,"Let length = l and width = w
Perimeter = 2(l + w) = 40
Area = l * w = 96
Solve system of equations: l + w = 20, lw = 96","Solve the following math problem: A rectangular field has a perimeter of 40 meters, and its area is 96 square meters. What are the dimensions of the field?
Answer: The dimensions of the field are 8 meters by 12 meters.

Step-by-step explanation:

Let's denote the length of the field as L and the width as W. We have two equations based on the given information:

1. Perimeter equation: \(2L + 2W = 40\)
2. Area equation: \(L \times W = 96\)

First, simplify the perimeter equation:
\[2L + 2W = 40\]
Divide both sides by 2:
\[L + W = 20\]

Now, we can express one variable in terms of the other using this simplified equation. For example, let's solve for L:
\[L = 2",Quadratic Equations,Hard,0.07936507936507936,0.017922708871304236
25,"A factory sells two types of products. Product A costs $15, and Product B costs $25. If 100 products are sold for a total of $2,000, how many of each product were sold?",80 Product A and 20 Product B,"Let number of Product A = x, number of Product B = y
x + y = 100
15x + 25y = 2000
Solve system of equations","Solve the following math problem: A factory sells two types of products. Product A costs $15, and Product B costs $25. If 100 products are sold for a total of $2,000, how many of each product were sold?
Answer: Let x be the number of Product A sold and y be the number of Product B sold.

We know that:
x + y = 100 (total number of products sold)
15x + 25y = 2000 (total value of products sold)

Now we can solve this system of equations:

Step 1: Solve for one variable in terms of the other from the first equation.
x = 100 - y

Step 2: Substitute the expression for x into the second equation.
15(100 - y) + 25y = 2000
1500 - 15y + 25y = 2000",Systems of Equations,Hard,0.07692307692307693,2.3044422161084267e-155
26,"The ratio of dogs to cats in a shelter is 2:3. If there are 75 animals in total, how many are dogs and how many are cats?",30 dogs and 45 cats,"Let dogs = 2x and cats = 3x
Total animals = 2x + 3x = 75
5x = 75
x = 15
Dogs = 2 * 15 = 30, Cats = 3 * 15 = 45","Solve the following math problem: The ratio of dogs to cats in a shelter is 2:3. If there are 75 animals in total, how many are dogs and how many are cats?
Answer: Let's denote the number of dogs as \(D\) and the number of cats as \(C\). According to the given information:

1. The ratio of dogs to cats is \(2:3\), which can be written as \(\frac{D}{C} = \frac{2}{3}\).
2. The total number of animals (dogs + cats) is 75, so \(D + C = 75\).

From the first equation, we can express \(D\) in terms of \(C\): 
\[D = \frac{2}{3}C\]

Substituting this expression into the second equation gives:
\[\frac{2}{3}C + C = 75",Ratio and Proportion Problems,Hard,0.047619047619047616,1.8346442177487493e-155
27,"Machine C can finish a task in 8 hours, and Machine D can finish the same task in 12 hours. If they work together for 3 hours, how long will Machine C take to complete the rest of the task alone?",2.67 hours,"Rate of Machine C = 1/8 job/hour, Rate of Machine D = 1/12 job/hour
Together for 3 hours: (1/8 + 1/12) * 3 = 5/24 job completed
Remaining job = 1 - 5/24 = 19/24
Time for Machine C to finish = (19/24) / (1/8) = 19/3 = 6.33 hours","Solve the following math problem: Machine C can finish a task in 8 hours, and Machine D can finish the same task in 12 hours. If they work together for 3 hours, how long will Machine C take to complete the rest of the task alone?
Answer: First, let's determine the rate at which each machine works per hour.

Machine C completes \( \frac{1}{8} \) of the task in one hour.
Machine D completes \( \frac{1}{12} \) of the task in one hour.

When working together for 3 hours, the amount of the task they complete is:
\[ 3 \times \left( \frac{1}{8} + \frac{1}{12} \right) = 3 \times \left( \frac{3}{24} + \frac{2}{24} \right) = 3 \times \frac{5}{24} = \frac{15}{24",Work Problems (Complex),Hard,0.015503875968992246,0.0
28,"A store sells a TV for $600, making a 25% profit. What was the cost price of the TV?",$480,"Selling price = Cost price * (1 + Profit %)
600 = Cost price * 1.25
Cost price = 600 / 1.25 = $480","Solve the following math problem: A store sells a TV for $600, making a 25% profit. What was the cost price of the TV?
Answer: The cost price of the TV was $480.

To find the cost price, we can use the formula:

Cost Price = Selling Price / (1 + Profit Percentage)

In this case, the selling price is $600 and the profit percentage is 25%, or 0.25 in decimal form. Plugging these values into the formula, we get:

Cost Price = $600 / (1 + 0.25)
           = $600 / 1.25
           = $480

So, the cost price of the TV was $480.",Profit and Loss,Hard,0.020408163265306124,5.7187224260924895e-232
29,Jessica has 8 oranges. She buys 5 more every day. How many oranges will she have after 3 days?,23 oranges,"Day 1: 8 + 5 = 13 oranges
Day 2: 13 + 5 = 18 oranges
Day 3: 18 + 5 = 23 oranges","Solve the following math problem: Jessica has 8 oranges. She buys 5 more every day. How many oranges will she have after 3 days?
Answer: Jessica starts with 8 oranges. Each day, she adds 5 oranges to her count. Over 3 days, she'll add \(5 \times 3 = 15\) oranges to her initial amount.

So, after 3 days, Jessica will have \(8 + 15 = 23\) oranges. The answer is $\boxed{23}$.",Simple Equations,Easy,0.05555555555555556,6.276156094153475e-232
30,A pencil costs $1.50. How much will 8 pencils cost?,$12,8 pencils * $1.50/pencil = $12,"Solve the following math problem: A pencil costs $1.50. How much will 8 pencils cost?
Answer: To find out how much 8 pencils will cost, you simply multiply the cost of one pencil by the number of pencils:

\[ \text{Cost of one pencil} = \$1.50 \]
\[ \text{Number of pencils} = 8 \]

\[ \text{Total cost} = \text{Cost of one pencil} \times \text{Number of pencils} \]
\[ \text{Total cost} = \$1.50 \times 8 \]
\[ \text{Total cost} = \$12.00 \]

Therefore, 8 pencils will cost $12.00.",Basic Arithmetic,Easy,0.02380952380952381,0.0
31,"Adam is twice as old as Ben. If Ben is 10 years old, how old is Adam?",20 years old,Adam = 2 * Ben's age = 2 * 10 = 20 years old,"Solve the following math problem: Adam is twice as old as Ben. If Ben is 10 years old, how old is Adam?
Answer: If Ben is 10 years old and Adam is twice as old as Ben, then Adam's age can be calculated by multiplying Ben's age by 2.

\[ \text{Adam's age} = 2 \times \text{Ben's age} \]
\[ \text{Adam's age} = 2 \times 10 \]
\[ \text{Adam's age} = 20 \]

So, Adam is 20 years old.",Age Problems (Basic),Easy,0.07317073170731708,2.6519400145405025e-155
32,A truck travels at 60 miles per hour. How far will it travel in 5 hours?,300 miles,Distance = Speed * Time = 60 miles/hour * 5 hours = 300 miles,"Solve the following math problem: A truck travels at 60 miles per hour. How far will it travel in 5 hours?
Answer: The truck will travel 300 miles.
Step-by-step explanation:
1. Given: The truck's speed is 60 miles per hour (mph).
2. Time traveled: 5 hours.
3. Distance formula: Distance = Speed × Time.
4. Substitute the given values into the formula: Distance = 60 mph × 5 hours.
5. Calculate the distance: Distance = 300 miles.

Therefore, the truck will travel 300 miles in 5 hours.",Distance-Rate-Time,Easy,0.04597701149425288,1.907327579676822e-155
33,John and Anna have 120 marbles in total. John has twice as many marbles as Anna. How many marbles does each have?,John has 80 marbles and Anna has 40 marbles,"Let Anna's marbles = x
John's marbles = 2x
x + 2x = 120
3x = 120
x = 40
John = 80, Anna = 40","Solve the following math problem: John and Anna have 120 marbles in total. John has twice as many marbles as Anna. How many marbles does each have?
Answer: Let's denote the number of marbles that Anna has as \(A\). Since John has twice as many marbles as Anna, we can express the number of marbles John has as \(2A\).

The total number of marbles they have together is given as 120. So, we can set up the equation:

\[A + 2A = 120\]

Combining like terms gives us:

\[3A = 120\]

Dividing both sides by 3 to solve for \(A\), we get:

\[A = \frac{120}{3} = 40\]

So, Anna has 40 marbles. Since John has twice as many",Equations with Two Variables,Medium,0.112,8.165675887061741e-79
34,"A solution contains 25% alcohol. If there are 12 liters of solution, how much alcohol is in the solution?",3 liters of alcohol,Amount of alcohol = 25% of 12 liters = 0.25 * 12 = 3 liters,"Solve the following math problem: A solution contains 25% alcohol. If there are 12 liters of solution, how much alcohol is in the solution?
Answer: In a solution that is 25% alcohol, for every 100 liters of the solution, there are 25 liters of alcohol. Given that there are 12 liters of the solution, we can calculate the amount of alcohol as follows:

\[ \text{Amount of alcohol} = \left( \frac{25}{100} \right) \times 12 \]

\[ \text{Amount of alcohol} = 0.25 \times 12 \]

\[ \text{Amount of alcohol} = 3 \]

Therefore, there are 3 liters of alcohol in the solution.",Mixture Problems,Medium,0.0792079207920792,0.02247214659528974
35,Two workers can complete a task in 5 hours working together. Worker A alone can complete it in 8 hours. How long will Worker B take to complete the task alone?,13.33 hours,"Rate of Worker A = 1/8 jobs/hour
Let Worker B's rate = 1/x jobs/hour
Total rate = 1/5 jobs/hour
1/8 + 1/x = 1/5
Solve for x = 13.33 hours","Solve the following math problem: Two workers can complete a task in 5 hours working together. Worker A alone can complete it in 8 hours. How long will Worker B take to complete the task alone?
Answer: 13 hours
Step-by-step explanation:
Let's denote the work rate of Worker A as \( \frac{1}{8} \) of the task per hour, since he can finish the task in 8 hours. Let the work rate of Worker B be \( \frac{1}{x} \), where \( x \) is the time it takes for Worker B to complete the task alone.

When they work together, their combined work rate is \( \frac{1}{8} + \frac{1}{x} \). Since they can complete the task in 5 hours together, their combined work rate is \( \frac{1}{5} \).

So we have the equation:

\[ \frac{1",Work Problems,Medium,0.028776978417266192,5.354662760929083e-232
36,"In 6 years, Mike will be twice as old as he was 2 years ago. How old is Mike now?",8 years old,"Let Mike's current age = x
In 6 years, Mike's age = x + 6
2 years ago, Mike's age = x - 2
x + 6 = 2(x - 2)
x + 6 = 2x - 4
x = 8","Solve the following math problem: In 6 years, Mike will be twice as old as he was 2 years ago. How old is Mike now?
Answer: Let's denote Mike's current age as \(M\).

According to the problem:

In 6 years, Mike's age will be \(M + 6\).

Two years ago, Mike's age was \(M - 2\).

The problem states that in 6 years, Mike will be twice as old as he was 2 years ago. This gives us the equation:

\[M + 6 = 2 \times (M - 2)\]

Expanding and solving for \(M\):

\[M + 6 = 2M - 4\]

Bringing all terms involving \(M\) to one side and constants to the other side:

\[6 + 4 = 2M - M\]

\[",Age Problems (Complex),Medium,0.03389830508474576,6.505632770517423e-232
37,"Henry invests $1,500 at 4% interest, compounded annually. How much money will he have after 2 years?","$1,622.40","A = P(1 + r/n)^(nt)
A = 1500(1 + 0.04/1)^(1*2)
A = 1500(1.04)^2 = 1500 * 1.0816 = $1,622.40","Solve the following math problem: Henry invests $1,500 at 4% interest, compounded annually. How much money will he have after 2 years?
Answer: To find out how much money Henry will have after 2 years with an investment of $1,500 at 4% interest, compounded annually, we use the formula for compound interest:

\[ A = P \left(1 + \frac{r}{n}\right)^{nt} \]

Where:
- \(A\) is the amount of money accumulated after n years, including interest.
- \(P\) is the principal amount (the initial amount of money).
- \(r\) is the annual interest rate (decimal).
- \(n\) is the number of times that interest is compounded per year.
- \(t\) is the time the money is invested for in years.

Given:
- \(P = \$1,5",Investment Problems,Medium,0.016260162601626015,0.0
38,"A rectangular room has a perimeter of 50 meters, and its area is 150 square meters. What are the dimensions of the room?",10 meters by 15 meters,"Let length = l and width = w
Perimeter = 2(l + w) = 50
Area = l * w = 150
Solve system of equations: l + w = 25, lw = 150","Solve the following math problem: A rectangular room has a perimeter of 50 meters, and its area is 150 square meters. What are the dimensions of the room?
Answer: The dimensions of the room are 10 meters by 15 meters.

Explanation:
Let's denote the length of the room as L and the width as W. We have two equations based on the given information:

1) Perimeter equation: \(2L + 2W = 50\)
2) Area equation: \(L \times W = 150\)

From equation 1, we can express one variable in terms of the other. For example, let's solve for L:

\(2L + 2W = 50\)
Divide both sides by 2:
\(L + W = 25\)
Subtract W from both sides:
\(L = 25 -",Quadratic Equations,Hard,0.08264462809917356,0.018217757668060098
