question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,rougeL_score,bleu_score
11,"A company sells two types of gadgets. Gadget A costs $5, and Gadget B costs $10. If 50 gadgets are sold for a total of $350, how many of each type were sold?",30 Gadget A and 20 Gadget B,"Let number of Gadget A = x, number of Gadget B = y
x + y = 50
5x + 10y = 350
Solve system of equations","Solve the following math problem: A company sells two types of gadgets. Gadget A costs $5, and Gadget B costs $10. If 50 gadgets are sold for a total of $350, how many of each type were sold?
Answer: Let's assume that the number of Gadget A sold is x, and the number of Gadget B sold is y.
We know that each Gadget A costs $5, so the total cost of Gadget A sold is 5x.
We also know that each Gadget B costs $10, so the total cost of Gadget B sold is 10y.
The total cost of all gadgets sold is $350, so we can write the equation 5x + 10y = 350.
We also know that the total number of gadgets sold is 50, so we can write the equation x + y = 50.",Systems of Equations,Hard,0.06993006993006994,2.2539731798225062e-155
12,"The ratio of boys to girls in a class is 3:5. If there are 64 students in total, how many are boys and how many are girls?",24 boys and 40 girls,"Let boys = 3x and girls = 5x
Total students = 3x + 5x = 64
8x = 64
x = 8
Boys = 3 * 8 = 24, Girls = 5 * 8 = 40","Solve the following math problem: The ratio of boys to girls in a class is 3:5. If there are 64 students in total, how many are boys and how many are girls?
Answer: The ratio of boys to girls in the class is 3:5.
This means that for every 3 boys, there are 5 girls.
To find the total number of students, we need to find the least common multiple of 3 and 5, which is 15.
So, for every 15 students, there are 3 boys and 5 girls.
If there are 64 students in total, we can divide 64 by 15 to find that there are 4 sets of 15 students.
Therefore, there are 4 x 3 = 12 boys in the class.
And there are 4 x 5 = 20 girls",Ratio and Proportion Problems,Hard,0.04347826086956521,1.7054780580880171e-155
13,"Machine A can complete a job in 4 hours, and Machine B can complete the same job in 6 hours. After working together for 2 hours, Machine A breaks down. How long will Machine B take to finish the job?",2.67 hours,"Rate of Machine A = 1/4 job/hour, Rate of Machine B = 1/6 job/hour
Together for 2 hours: (1/4 + 1/6) * 2 = 5/12 job completed
Remaining job = 1 - 5/12 = 7/12
Time for Machine B to finish = (7/12) / (1/6) = 7/2 = 3.5 hours","Solve the following math problem: Machine A can complete a job in 4 hours, and Machine B can complete the same job in 6 hours. After working together for 2 hours, Machine A breaks down. How long will Machine B take to finish the job?
Answer:
Machine A takes 4 hours to complete the job, so in 1 hour, Machine A can complete 1/4 of the job.
Machine B takes 6 hours to complete the job, so in 1 hour, Machine B can complete 1/6 of the job.
When they work together for 2 hours, Machine A completes 2/4 = 1/2 of the job.
Machine B completes 2/6 = 1/3 of the job.
Together, they complete 1/2 + 1/3 = 5/6 of the job in 2 hours.
This means that Machine B has 1 - 5/6 = 1",Work Problems (Complex),Hard,0.027586206896551727,5.315431820564006e-232
14,"A shopkeeper sells an item for $240, making a 20% profit. What was the cost price of the item?",$200,"Selling price = Cost price * (1 + Profit %)
240 = Cost price * 1.2
Cost price = 240 / 1.2 = $200","Solve the following math problem: A shopkeeper sells an item for $240, making a 20% profit. What was the cost price of the item?
Answer: A 20% profit on the cost price is equal to 20/100 * cost price = 0.2 * cost price.
The total cost price plus the profit is equal to the selling price, so we can write the equation: cost price + 0.2 * cost price = $240.
Combining like terms, we get 1.2 * cost price = $240.
Dividing both sides by 1.2, we find the cost price = $240 / 1.2 = $200.
Therefore, the cost price of the item was $200.The answer is: 200",Profit and Loss,Hard,0.018518518518518517,0.0
15,Lisa has 12 apples. She gives 3 apples to each of her friends. How many friends does she give apples to?,4 friends,Number of friends = 12 apples / 3 apples per friend = 4 friends,"Solve the following math problem: Lisa has 12 apples. She gives 3 apples to each of her friends. How many friends does she give apples to?
Answer: Lisa gives 3 apples to each friend. Since she has 12 apples in total, she can give apples to 12/3 = 4 friends.
Therefore, Lisa gives apples to 4 friends.
The answer is: 4",Simple Equations,Easy,0.06349206349206349,7.752349855101862e-232
16,"If a pen costs $3, how much will 6 pens cost?",$18,6 pens * $3/pen = $18,"Solve the following math problem: If a pen costs $3, how much will 6 pens cost?
Answer: If a pen costs $3, then 6 pens will cost 6 * $3 = $18.
Therefore, 6 pens will cost $18.
The answer is: 18",Basic Arithmetic,Easy,0.04878048780487806,0.0
17,"Sam is 7 years older than Tom. If Tom is 8 years old, how old is Sam?",15 years old,Sam = Tom's age + 7 = 8 + 7 = 15 years old,"Solve the following math problem: Sam is 7 years older than Tom. If Tom is 8 years old, how old is Sam?
Answer: If Tom is 8 years old, then Sam is 8 + 7 = 15 years old.
#### 15
The answer is: 15",Age Problems (Basic),Easy,0.13333333333333333,2.9429726889060215e-155
18,A car travels at 45 miles per hour. How far will it travel in 3 hours?,135 miles,Distance = Speed * Time = 45 miles/hour * 3 hours = 135 miles,"Solve the following math problem: A car travels at 45 miles per hour. How far will it travel in 3 hours?
Answer: The car travels at a speed of 45 miles per hour.
To find the distance traveled in 3 hours, we can multiply the speed by the time: 45 miles/hour * 3 hours = 135 miles.
Therefore, the car will travel 135 miles in 3 hours.The answer is: 135",Distance-Rate-Time,Easy,0.05555555555555556,2.1278594182045564e-155
19,Sara and Jane together have 50 books. Sara has 10 more books than Jane. How many books does each have?,Sara has 30 books and Jane has 20 books,"Let Jane's books = x
Sara's books = x + 10
x + (x + 10) = 50
2x + 10 = 50
2x = 40
x = 20
Sara = 30, Jane = 20","Solve the following math problem: Sara and Jane together have 50 books. Sara has 10 more books than Jane. How many books does each have?
Answer: Let's assume Jane has x books. Since Sara has 10 more books than Jane, Sara has x + 10 books.
Together, they have x + (x + 10) = 50 books.
Combining like terms, we get 2x + 10 = 50.
Subtracting 10 from both sides, we get 2x = 40.
Dividing both sides by 2, we get x = 20.
Therefore, Jane has 20 books and Sara has 20 + 10 = 30 books.
Each person has 20 and 30 books, respectively.",Equations with Two Variables,Medium,0.12844036697247707,0.029989620134683787
20,"A mixture contains 40% salt. If there are 10 liters of mixture, how much salt is in it?",4 liters of salt,Amount of salt = 40% of 10 liters = 0.4 * 10 = 4 liters,"Solve the following math problem: A mixture contains 40% salt. If there are 10 liters of mixture, how much salt is in it?
Answer: If the mixture contains 40% salt, then 40% of the total volume is salt.
So, 40% of 10 liters is 0.40 * 10 = 4 liters.
Therefore, there are 4 liters of salt in the mixture.
#### 4
The answer is: 4",Mixture Problems,Medium,0.11764705882352941,0.03432087539530957
21,"John paints a room in 5 hours, and Mary paints the same room in 10 hours. How long will it take them to paint the room together?",3.33 hours,"John's rate = 1/5 rooms/hour, Mary's rate = 1/10 rooms/hour
Total rate = 1/5 + 1/10 = 3/10 rooms/hour
Time = 1/(3/10) = 10/3 = 3.33 hours","Solve the following math problem: John paints a room in 5 hours, and Mary paints the same room in 10 hours. How long will it take them to paint the room together?
Answer: If John can paint a room in 5 hours and Mary can paint the same room in 10 hours, then their combined time to paint the room is 5 + 10 = 15 hours.
Therefore, it will take them 15 hours to paint the room together.
#### 15
The answer is: 15",Work Problems,Medium,0.023529411764705882,6.00003235250667e-232
22,"In 4 years, Sarah will be three times as old as she was 2 years ago. How old is Sarah now?",6 years old,"Let Sarah's current age = x
In 4 years, Sarah's age = x + 4
2 years ago, Sarah's age = x - 2
x + 4 = 3(x - 2)
x + 4 = 3x - 6
x = 6","Solve the following math problem: In 4 years, Sarah will be three times as old as she was 2 years ago. How old is Sarah now?
Answer: Let's assume Sarah's age now is x.
Two years ago, Sarah's age was x - 2.
In four years, Sarah's age will be x + 4.
According to the problem, in four years, Sarah will be three times as old as she was two years ago, so we can write the equation: x + 4 = 3(x - 2).
Simplifying the equation, we get: x + 4 = 3x - 6.
Bringing x to one side of the equation, we get: 2x = 10.
Dividing both sides by 2, we get: x = 5",Age Problems (Complex),Medium,0.03361344537815126,6.532350510338584e-232
23,"Anna invests $2,000 at 3% interest, compounded annually. How much money will she have after 5 years?","$2,318.54","A = P(1 + r/n)^(nt)
A = 2000(1 + 0.03/1)^(1*5)
A = 2000(1.03)^5 = 2000 * 1.159274 = $2,318.54","Solve the following math problem: Anna invests $2,000 at 3% interest, compounded annually. How much money will she have after 5 years?
Answer: The formula for compound interest is A = P(1 + r/n)^(nt), where A is the final amount, P is the principal (initial amount), r is the annual interest rate (as a decimal), n is the number of times interest is compounded per year, and t is the number of years.
In this case, Anna invests $2,000 at 3% interest, compounded annually, for 5 years.
Plugging in the values, we have A = 2000(1 + 0.03/1)^(1*5) = 2000(1.03)^5.
Using a calculator, we find",Investment Problems,Medium,0.017241379310344827,0.0
24,"A rectangular field has a perimeter of 40 meters, and its area is 96 square meters. What are the dimensions of the field?",8 meters by 12 meters,"Let length = l and width = w
Perimeter = 2(l + w) = 40
Area = l * w = 96
Solve system of equations: l + w = 20, lw = 96","Solve the following math problem: A rectangular field has a perimeter of 40 meters, and its area is 96 square meters. What are the dimensions of the field?
Answer: Let the length and width of the field be $l$ and $w$, respectively.
We are given that $2l + 2w = 40$ (perimeter) and $lw = 96$ (area).
Simplifying the first equation, we have $l + w = 20$.
We can solve these equations by substitution or elimination.
Let's solve by substitution:
From the first equation, we can solve for $l$ in terms of $w$: $l = 20 - w$.
Substituting this into the second equation, we have $(20 - w)w = 96$.
Expanding and",Quadratic Equations,Hard,0.03571428571428571,5.5754780543102235e-232
25,"A factory sells two types of products. Product A costs $15, and Product B costs $25. If 100 products are sold for a total of $2,000, how many of each product were sold?",80 Product A and 20 Product B,"Let number of Product A = x, number of Product B = y
x + y = 100
15x + 25y = 2000
Solve system of equations","Solve the following math problem: A factory sells two types of products. Product A costs $15, and Product B costs $25. If 100 products are sold for a total of $2,000, how many of each product were sold?
Answer: Let $x$ be the number of Product A sold and $y$ be the number of Product B sold.
We are given that $x + y = 100$ and $15x + 25y = 2000$.
To solve this system of equations, we can multiply the first equation by 15 to get $15x + 15y = 1500$.
Subtracting this equation from the second equation, we get $10y = 500$, so $y = 50$.
Substituting this value back into the first equation, we get $x + 50 = 100$,",Systems of Equations,Hard,0.08196721311475409,2.3869345818016682e-155
26,"The ratio of dogs to cats in a shelter is 2:3. If there are 75 animals in total, how many are dogs and how many are cats?",30 dogs and 45 cats,"Let dogs = 2x and cats = 3x
Total animals = 2x + 3x = 75
5x = 75
x = 15
Dogs = 2 * 15 = 30, Cats = 3 * 15 = 45","Solve the following math problem: The ratio of dogs to cats in a shelter is 2:3. If there are 75 animals in total, how many are dogs and how many are cats?
Answer: The ratio of dogs to cats is 2:3, which means that for every 2 dogs, there are 3 cats.
To find the total number of animals, we can add the number of dogs and the number of cats.
Let's say there are 2x dogs and 3x cats.
The total number of animals is 2x + 3x = 5x.
We know that the total number of animals is 75, so 5x = 75.
Dividing both sides by 5, we find that x = 15.
Therefore, there are 2x = 2 * 15 = 30 dogs and",Ratio and Proportion Problems,Hard,0.046511627906976744,5.429533857796007e-79
27,"Machine C can finish a task in 8 hours, and Machine D can finish the same task in 12 hours. If they work together for 3 hours, how long will Machine C take to complete the rest of the task alone?",2.67 hours,"Rate of Machine C = 1/8 job/hour, Rate of Machine D = 1/12 job/hour
Together for 3 hours: (1/8 + 1/12) * 3 = 5/24 job completed
Remaining job = 1 - 5/24 = 19/24
Time for Machine C to finish = (19/24) / (1/8) = 19/3 = 6.33 hours","Solve the following math problem: Machine C can finish a task in 8 hours, and Machine D can finish the same task in 12 hours. If they work together for 3 hours, how long will Machine C take to complete the rest of the task alone?
Answer: Machine C takes 8 hours to complete the task, so it can complete 1/8 of the task in 1 hour.
Machine D takes 12 hours to complete the task, so it can complete 1/12 of the task in 1 hour.
Together, they can complete 1/8 + 1/12 = 3/24 + 1/24 = 4/24 of the task in 1 hour.
This means they can complete 1/6 of the task in 1 hour.
If they work together for 3 hours, they can complete 3 * (1/6) = 1/2 of the task.
There",Work Problems (Complex),Hard,0.013888888888888888,5.325105075896282e-232
28,"A store sells a TV for $600, making a 25% profit. What was the cost price of the TV?",$480,"Selling price = Cost price * (1 + Profit %)
600 = Cost price * 1.25
Cost price = 600 / 1.25 = $480","Solve the following math problem: A store sells a TV for $600, making a 25% profit. What was the cost price of the TV?
Answer:
A 25% profit on a $600 TV means an additional $600 * 0.25 = $150 in revenue.
Therefore, the cost price of the TV is $600 - $150 = $450.
#### 450
The answer is: 450",Profit and Loss,Hard,0.0,0.0
29,Jessica has 8 oranges. She buys 5 more every day. How many oranges will she have after 3 days?,23 oranges,"Day 1: 8 + 5 = 13 oranges
Day 2: 13 + 5 = 18 oranges
Day 3: 18 + 5 = 23 oranges","Solve the following math problem: Jessica has 8 oranges. She buys 5 more every day. How many oranges will she have after 3 days?
Answer: Jessica starts with 8 oranges.
She buys 5 more every day, so after 1 day she will have 8 + 5 = 13 oranges.
After 2 days, she will have 13 + 5 = 18 oranges.
After 3 days, she will have 18 + 5 = 23 oranges.
Therefore, Jessica will have 23 oranges after 3 days.The answer is: 23",Simple Equations,Easy,0.04878048780487806,1.929768271738683e-155
30,A pencil costs $1.50. How much will 8 pencils cost?,$12,8 pencils * $1.50/pencil = $12,"Solve the following math problem: A pencil costs $1.50. How much will 8 pencils cost?
Answer: To find the cost of 8 pencils, we can multiply the cost of 1 pencil by 8.
The cost of 1 pencil is $1.50, so the cost of 8 pencils is $1.50 * 8 = $12.
#### 12
The answer is: 12",Basic Arithmetic,Easy,0.03389830508474576,0.0
31,"Adam is twice as old as Ben. If Ben is 10 years old, how old is Adam?",20 years old,Adam = 2 * Ben's age = 2 * 10 = 20 years old,"Solve the following math problem: Adam is twice as old as Ben. If Ben is 10 years old, how old is Adam?
Answer: If Ben is 10 years old, then Adam is twice as old, which means Adam is 10 x 2 = 20 years old.
Therefore, Adam is 20 years old.The answer is: 20",Age Problems (Basic),Easy,0.10344827586206896,2.6592760182644606e-155
32,A truck travels at 60 miles per hour. How far will it travel in 5 hours?,300 miles,Distance = Speed * Time = 60 miles/hour * 5 hours = 300 miles,"Solve the following math problem: A truck travels at 60 miles per hour. How far will it travel in 5 hours?
Answer: Since the truck travels at 60 miles per hour, in 1 hour it will travel 60 miles.
In 5 hours, it will travel 60 miles/hour * 5 hours = 300 miles.
Therefore, the truck will travel 300 miles in 5 hours.
The answer is: 300",Distance-Rate-Time,Easy,0.05882352941176471,2.175329403004738e-155
33,John and Anna have 120 marbles in total. John has twice as many marbles as Anna. How many marbles does each have?,John has 80 marbles and Anna has 40 marbles,"Let Anna's marbles = x
John's marbles = 2x
x + 2x = 120
3x = 120
x = 40
John = 80, Anna = 40","Solve the following math problem: John and Anna have 120 marbles in total. John has twice as many marbles as Anna. How many marbles does each have?
Answer: Let's assume that Anna has x marbles.
Since John has twice as many marbles as Anna, John has 2x marbles.
Together, John and Anna have x + 2x = 3x marbles.
We know that the total number of marbles is 120, so 3x = 120.
Dividing both sides of the equation by 3, we get x = 40.
Therefore, Anna has 40 marbles and John has 2 * 40 = 80 marbles.
Each of them has a different number of marbles, so the answer is: 40, 80",Equations with Two Variables,Medium,0.13445378151260504,0.02840410761591709
34,"A solution contains 25% alcohol. If there are 12 liters of solution, how much alcohol is in the solution?",3 liters of alcohol,Amount of alcohol = 25% of 12 liters = 0.25 * 12 = 3 liters,"Solve the following math problem: A solution contains 25% alcohol. If there are 12 liters of solution, how much alcohol is in the solution?
Answer: If the solution contains 25% alcohol, then 25% of the solution is alcohol.
We can represent this as 0.25 * 12 = 3 liters of alcohol in the solution.
Therefore, there are 3 liters of alcohol in the solution.The answer is: 3",Mixture Problems,Medium,0.11267605633802817,0.03379673864027907
35,Two workers can complete a task in 5 hours working together. Worker A alone can complete it in 8 hours. How long will Worker B take to complete the task alone?,13.33 hours,"Rate of Worker A = 1/8 jobs/hour
Let Worker B's rate = 1/x jobs/hour
Total rate = 1/5 jobs/hour
1/8 + 1/x = 1/5
Solve for x = 13.33 hours","Solve the following math problem: Two workers can complete a task in 5 hours working together. Worker A alone can complete it in 8 hours. How long will Worker B take to complete the task alone?
Answer:
Let's assume that Worker B takes x hours to complete the task alone.
If two workers can complete the task in 5 hours working together, then the rate of work of both workers combined is 1/5 of the task per hour.
Since Worker A alone can complete the task in 8 hours, his rate of work is 1/8 of the task per hour.
If the two workers work together, their combined rate of work is 1/5 + 1/8 = 3/20 of the task per hour.
Since Worker B takes x hours to complete the task alone, his rate of work is 1/x of the task per hour.
We can",Work Problems,Medium,0.012987012987012988,5.2410718031008256e-232
36,"In 6 years, Mike will be twice as old as he was 2 years ago. How old is Mike now?",8 years old,"Let Mike's current age = x
In 6 years, Mike's age = x + 6
2 years ago, Mike's age = x - 2
x + 6 = 2(x - 2)
x + 6 = 2x - 4
x = 8","Solve the following math problem: In 6 years, Mike will be twice as old as he was 2 years ago. How old is Mike now?
Answer: Let's assume Mike's current age is x.
Two years ago, Mike's age was x - 2.
In 6 years, Mike's age will be x + 6.
According to the problem, Mike will be twice as old as he was 2 years ago, so we can write the equation: x + 6 = 2(x - 2).
Expanding the equation, we get x + 6 = 2x - 4.
Simplifying the equation, we get x = 10.
Therefore, Mike is currently 10 years old.
#### 10
The answer is: 10",Age Problems (Complex),Medium,0.03571428571428572,6.630398171726777e-232
37,"Henry invests $1,500 at 4% interest, compounded annually. How much money will he have after 2 years?","$1,622.40","A = P(1 + r/n)^(nt)
A = 1500(1 + 0.04/1)^(1*2)
A = 1500(1.04)^2 = 1500 * 1.0816 = $1,622.40","Solve the following math problem: Henry invests $1,500 at 4% interest, compounded annually. How much money will he have after 2 years?
Answer: The formula for compound interest is given by:
A = P(1 + r/n)^(n*t)
Where:
A is the final amount
P is the principal (initial investment)
r is the annual interest rate as a decimal
n is the number of times interest is compounded per year
t is the number of years
In this case, Henry invests $1,500 at 4% interest, compounded annually. So we have:
A = 1500(1 + 0.04/1)^(1*2)
A = 1500(1 + 0.04)^2
A = 150",Investment Problems,Medium,0.018018018018018018,0.0
38,"A rectangular room has a perimeter of 50 meters, and its area is 150 square meters. What are the dimensions of the room?",10 meters by 15 meters,"Let length = l and width = w
Perimeter = 2(l + w) = 50
Area = l * w = 150
Solve system of equations: l + w = 25, lw = 150","Solve the following math problem: A rectangular room has a perimeter of 50 meters, and its area is 150 square meters. What are the dimensions of the room?
Answer: Let the length of the room be $l$ and the width be $w$.
The perimeter of a rectangle is given by $2l + 2w$, so we have the equation $2l + 2w = 50$.
The area of a rectangle is given by $lw$, so we have the equation $lw = 150$.
We can solve these two equations simultaneously to find the values of $l$ and $w$.
From the first equation, we can solve for $w$ in terms of $l$: $w = 25 - l$.
Substituting this into the second equation, we have $l(25 - l) =",Quadratic Equations,Hard,0.032520325203252036,5.448548490014436e-232
39,"A company sells two types of chairs. Chair A costs $30, and Chair B costs $50. If 60 chairs are sold for a total of $2,100, how many of each type were sold?",35 Chair A and 25 Chair B,"Let number of Chair A = x, number of Chair B = y
x + y = 60
30x + 50y = 2100
Solve system of equations","Solve the following math problem: A company sells two types of chairs. Chair A costs $30, and Chair B costs $50. If 60 chairs are sold for a total of $2,100, how many of each type were sold?
Answer: Let $x$ be the number of Chair A's sold and $y$ be the number of Chair B's sold.
From the information given, we have the following equations:
$30x + 50y = 2100$ (total cost of chairs)
$x + y = 60$ (total number of chairs sold)
We can solve these equations by substitution or elimination.
Let's use elimination:
Multiply the second equation by 50 to get $50x + 50y = 3000$.
Subtract the first equation from this new equation to eliminate $y$:
$(50x +",Systems of Equations,Hard,0.07874015748031496,2.3966575308358523e-155
40,"The ratio of boys to girls in a class is 4:5. If there are 90 students in total, how many are boys and how many are girls?",40 boys and 50 girls,"Let boys = 4x and girls = 5x
Total students = 4x + 5x = 90
9x = 90
x = 10
Boys = 4 * 10 = 40, Girls = 5 * 10 = 50","Solve the following math problem: The ratio of boys to girls in a class is 4:5. If there are 90 students in total, how many are boys and how many are girls?
Answer: The ratio of boys to girls is 4:5, which means that for every 4 boys, there are 5 girls.
We can represent this ratio as 4x:5x, where x is a common factor.
The total number of students is 4x + 5x = 9x.
We are given that there are 90 students in total, so 9x = 90.
Dividing both sides of the equation by 9, we get x = 10.
Therefore, there are 4x = 4 * 10 = 40 boys and 5x = 5 * 10 = 50 girls.",Ratio and Proportion Problems,Hard,0.08264462809917356,5.91661799064654e-79
41,"Machine X can complete a task in 9 hours, and Machine Y can complete it in 12 hours. After working together for 4 hours, Machine X breaks down. How long will Machine Y take to finish the task?",5.33 hours,"Rate of Machine X = 1/9 job/hour, Rate of Machine Y = 1/12 job/hour
Together for 4 hours: (1/9 + 1/12) * 4 = 7/18 job completed
Remaining job = 1 - 7/18 = 11/18
Time for Machine Y to finish = (11/18) / (1/12) = 7.33 hours","Solve the following math problem: Machine X can complete a task in 9 hours, and Machine Y can complete it in 12 hours. After working together for 4 hours, Machine X breaks down. How long will Machine Y take to finish the task?
Answer: Machine X can complete the task in 9 hours, so in 1 hour, Machine X can complete 1/9 of the task.
Machine Y can complete the task in 12 hours, so in 1 hour, Machine Y can complete 1/12 of the task.
After working together for 4 hours, Machine X breaks down, so Machine Y has to finish the remaining 1 - 4/9 = 5/9 of the task.
In 1 hour, Machine Y can complete 1/12 of the task, so in 5/9 of the task, Machine Y can complete (5/9) * (1/12) = 5/72",Work Problems (Complex),Hard,0.027397260273972605,0.0
42,"A shopkeeper sells an item for $150, making a 10% profit. What was the cost price of the item?",$136.36,"Selling price = Cost price * (1 + Profit %)
150 = Cost price * 1.1
Cost price = 150 / 1.1 = $136.36","Solve the following math problem: A shopkeeper sells an item for $150, making a 10% profit. What was the cost price of the item?
Answer: If the shopkeeper sells the item for $150, making a 10% profit, then the cost price of the item is $150 / (1 + 10%) = $150 / 1.1 = $136.36
Therefore, the cost price of the item is $136.36. The answer is: 136.36",Profit and Loss,Hard,0.05714285714285715,6.3211493403261365e-232
